Geneid	sub06	sub07	sub08	sub21	sub23	sub24
AT1G68750	0	0	0	0	0	0
AT1G68760	3	2	4	2	4	2
AT1G68770	0	0	0	0	0	0
AT1G68765	0	0	1	0	0	2
AT1G68780	8	4	5	5	9	5
AT1G68790	29	15	17	12	6	8
AT1G68795	0	1	1	1	0	0
AT1G09825	0	0	0	0	0	0
AT1G68800	0	0	0	1	1	0
AT1G09013	0	0	0	0	0	0
AT1G68810	7	1	3	3	7	2
AT1G68820	6	5	14	6	9	6
AT1G68825	0	0	0	0	0	0
AT1G68830	37	37	60	27	33	40
AT1G68840	52	25	22	1	3	7
AT1G68845	0	0	0	0	0	0
AT1G68850	0	0	0	0	2	0
AT1G68860	0	0	0	0	0	0
AT1G68862	3	0	0	2	0	0
AT1G68870	2	0	1	0	0	0
AT1G68872	1	0	0	0	0	1
AT1G68875	0	0	0	0	0	0
AT1G68877	0	0	0	0	0	0
AT1G09017	0	0	0	0	0	0
AT1G68880	1	0	0	0	1	0
AT1G68890	39	31	37	10	6	5
AT1G68905	0	0	0	0	0	0
AT1G68907	0	0	0	0	0	0
AT1G68910	3	3	12	2	2	4
AT1G68920	7	8	4	3	3	5
AT1G68930	0	1	2	2	0	1
AT1G09023	0	0	0	0	0	0
AT1G68940	0	0	0	0	0	0
AT1G68935	0	0	0	0	0	0
AT1G68937	0	0	0	0	0	0
AT1G09027	0	0	0	0	0	0
AT1G68945	4	1	1	16	7	18
AT1G68950	0	0	0	0	0	0
AT1G68960	0	0	0	0	0	0
AT1G68970	0	0	0	0	0	0
AT1G68980	5	0	3	1	3	2
AT1G68990	8	5	16	12	1	5
AT1G69000	0	0	0	0	0	0
AT1G69010	1	6	14	15	5	11
AT1G69020	4	3	1	0	0	1
AT1G69030	11	11	13	8	17	7
AT1G09033	0	0	0	0	0	0
AT1G09037	0	0	0	0	0	0
AT1G69040	44	29	27	14	12	15
AT1G69050	0	0	1	0	0	0
AT1G69060	3	1	7	0	3	0
AT1G69070	13	12	10	21	10	19
AT1G69080	2	1	1	2	2	1
AT1G69085	0	0	0	0	0	0
AT1G69090	0	0	0	0	0	0
AT1G69100	0	0	0	0	0	0
AT1G69120	0	0	0	0	1	0
AT1G69130	0	0	0	0	0	0
AT1G69150	0	0	0	0	0	0
AT1G09043	0	0	0	0	0	0
AT1G09047	0	0	0	0	0	0
AT1G69160	6	5	6	0	5	5
AT1G69170	4	2	2	0	1	1
AT1G69180	0	0	0	0	0	0
AT1G69190	0	0	0	0	0	0
AT1G69200	25	17	24	10	6	7
AT1G69210	4	1	2	1	2	1
AT1G69220	18	14	21	2	4	10
AT1G69230	1	3	2	0	3	0
AT1G69240	0	0	0	0	0	0
AT1G69250	13	12	26	7	6	13
AT1G69252	13	9	11	17	8	2
AT1G69260	2	1	4	6	1	1
AT1G69270	2	1	0	0	0	0
AT1G09053	0	0	0	0	0	0
AT1G69280	1	1	0	2	3	0
AT1G69290	2	0	4	1	1	0
AT1G69300	0	0	0	0	0	0
AT1G69295	13	25	19	22	19	31
AT1G69310	0	1	4	1	0	0
AT1G69320	1	0	0	0	0	0
AT1G69325	1	0	0	0	0	0
AT1G69330	1	3	2	4	7	1
AT1G69340	20	18	31	11	10	13
AT1G69350	4	0	0	0	1	1
AT1G69360	6	8	10	6	1	4
AT1G69370	8	2	14	8	4	5
AT1G69380	6	3	0	4	1	1
AT1G69390	28	26	25	19	22	22
AT1G69400	3	1	5	1	0	3
AT1G69410	28	26	25	39	23	41
AT1G69420	38	15	25	10	15	7
AT1G69430	0	0	0	0	0	0
AT1G69440	2	2	1	2	5	6
AT1G69450	2	4	16	4	9	12
AT1G09057	0	0	0	0	0	0
AT1G69460	11	17	23	33	25	33
AT1G69470	0	0	0	0	0	0
AT1G69480	0	0	0	0	0	0
AT1G69485	0	0	0	0	1	0
AT1G69490	6	0	2	2	0	5
AT1G69500	0	0	0	0	0	0
AT1G69510	40	25	29	13	11	21
AT1G69520	1	5	3	2	2	4
AT1G69523	5	6	1	0	4	1
AT1G69526	1	0	1	0	0	0
AT1G09063	0	0	0	0	0	0
AT1G69530	58	66	47	48	72	48
AT1G69540	0	0	0	0	0	0
AT1G09067	0	0	0	0	0	0
AT1G69550	12	14	10	11	4	13
AT1G09835	0	0	0	0	0	0
AT1G69560	0	0	0	0	1	0
AT1G69572	0	0	0	0	0	0
AT1G69570	1	0	0	0	0	0
AT1G69580	0	2	7	4	6	3
AT1G69587	2	2	1	3	4	0
AT1G69588	0	0	0	0	0	0
AT1G69600	0	0	0	0	0	1
AT1G09073	0	0	0	0	0	0
AT1G09077	0	0	0	0	0	0
AT1G69610	2	2	2	1	1	1
AT1G69620	146	122	174	237	202	199
AT1G09083	0	0	0	1	0	0
AT1G09087	0	0	0	0	0	1
AT1G69630	0	0	0	0	0	0
AT1G69640	11	11	10	20	15	21
AT1G69650	0	0	0	0	0	0
AT1G69660	0	0	0	0	0	0
AT1G09093	0	0	0	0	0	0
AT1G69670	4	7	7	7	2	7
AT1G69680	0	5	2	3	3	3
AT1G09097	0	0	0	0	0	0
AT1G09845	0	0	0	0	0	0
AT1G09103	0	0	0	0	0	0
AT1G69690	14	11	16	15	11	5
AT1G69700	7	6	9	6	14	9
AT1G69710	0	1	1	0	0	0
AT1G69720	5	10	16	10	9	13
AT1G69730	6	12	21	22	14	45
AT1G69740	151	154	125	75	63	83
AT1G69750	0	0	3	3	0	0
AT1G69760	5	2	3	9	8	15
AT1G69770	4	10	9	4	3	7
AT1G69780	4	5	5	1	1	2
AT1G69790	1	0	3	1	0	2
AT1G69792	0	0	0	0	0	0
ath-miR395d	0	0	0	0	0	0
AT1G09107	0	0	0	0	0	0
AT1G09113	0	0	0	0	0	0
AT1G69795	0	0	0	0	0	0
ath-miR395e	0	0	0	0	0	0
AT1G69797	0	0	0	0	0	0
ath-miR395f	0	0	0	0	0	0
AT1G69800	4	3	2	0	0	3
AT1G69810	0	1	0	0	0	0
AT1G09117	0	0	0	0	0	0
AT1G69818	0	0	0	0	0	0
AT1G69820	0	0	0	0	0	0
AT1G69825	0	0	0	0	0	0
AT1G69828	0	0	0	0	0	0
AT1G69830	126	124	127	55	58	50
AT1G69840	28	48	36	26	21	62
AT1G69850	18	20	28	9	5	7
AT1G09123	0	0	0	0	0	0
AT1G69860	0	0	0	0	0	0
AT1G69870	27	33	48	39	45	58
AT1G69880	0	0	0	0	0	0
AT1G69890	30	38	37	19	15	37
AT1G69900	8	11	14	4	2	11
AT1G69910	6	7	8	9	9	3
AT1G69920	0	0	0	0	0	1
AT1G69930	0	0	0	0	0	4
AT1G69935	7	0	10	9	7	10
AT1G69940	0	0	0	0	0	0
AT1G69960	16	14	19	10	14	15
AT1G69970	0	0	1	1	1	1
AT1G09127	0	0	0	0	0	0
AT1G69980	9	7	5	13	7	10
AT1G69990	0	0	0	0	0	0
AT1G70000	0	1	2	0	1	4
AT1G70020	1	1	0	0	1	2
AT1G70030	0	0	0	0	0	0
AT1G70040	0	0	0	0	0	0
AT1G70050	0	0	0	0	0	0
AT1G09133	0	0	0	0	0	0
AT1G70060	20	17	17	4	9	5
AT1G70070	46	35	46	15	6	12
AT1G70080	0	0	0	0	0	1
AT1G70090	30	13	24	4	2	7
AT1G70100	20	14	13	12	5	4
AT1G70110	0	0	0	0	0	0
AT1G70120	0	0	0	0	0	0
AT1G70130	0	0	1	0	0	1
AT1G70140	2	1	0	0	0	3
AT1G70150	3	4	2	2	0	1
AT1G70160	48	57	79	52	58	104
AT1G70170	0	0	0	0	0	1
AT1G70175	0	0	0	0	0	0
AT1G09137	0	0	0	0	0	0
AT1G70180	10	4	14	5	5	7
AT1G70185	0	0	0	0	0	1
AT1G70190	2	4	8	5	9	7
AT1G70200	23	33	27	20	14	7
AT1G09143	0	0	0	0	0	0
AT1G70209	0	0	0	0	0	0
AT1G70210	8	4	3	5	4	3
AT1G09147	0	0	0	0	0	0
AT1G09153	0	0	0	0	0	0
AT1G70220	0	0	0	0	0	0
AT1G70230	5	12	11	13	10	5
AT1G70250	1	1	5	2	0	1
AT1G70260	0	1	0	0	1	4
AT1G70270	0	0	0	0	0	0
AT1G70280	12	11	19	18	16	13
AT1G70290	42	38	69	5	10	11
AT1G70300	1	1	4	3	0	4
AT1G70310	31	38	35	16	16	15
AT1G09163	0	0	0	0	0	0
AT1G70320	91	68	94	25	16	24
AT1G70335	0	0	0	0	0	0
AT1G70330	10	10	9	13	14	27
AT1G70340	1	2	1	1	1	0
AT1G09167	0	0	0	0	0	0
AT1G70350	3	1	4	9	2	6
AT1G70360	0	1	2	0	1	2
AT1G70370	53	49	64	47	93	54
AT1G70380	0	0	0	0	0	0
AT1G70390	0	0	0	0	0	0
AT1G70400	0	0	0	0	0	0
AT1G70410	61	65	76	52	37	42
AT1G70420	14	11	10	22	36	15
AT1G09173	0	0	0	0	0	0
AT1G09177	0	0	0	0	0	0
AT1G09183	0	0	0	0	0	0
AT1G70430	0	0	4	0	0	0
AT1G70440	0	1	0	0	0	0
AT1G70450	0	0	0	0	0	0
AT1G70460	0	0	1	1	0	0
AT1G70470	0	0	0	0	2	1
AT1G70475	0	0	0	0	0	0
AT1G70480	13	15	14	8	3	7
AT1G70490	95	84	86	97	112	151
AT1G70500	0	0	0	2	1	0
AT1G09187	0	0	0	0	0	0
AT1G70505	2	0	0	1	0	0
AT1G70510	0	0	0	0	0	1
AT1G70518	1	1	0	0	0	3
AT1G70520	28	33	25	17	15	23
AT1G70530	18	19	32	14	14	29
AT1G70540	0	0	0	0	0	0
AT1G70550	3	3	7	1	2	3
AT1G70560	3	3	1	1	0	0
AT1G09855	0	0	0	0	0	0
AT1G70570	23	25	25	17	8	18
AT1G70580	18	14	22	10	21	13
AT1G70581	0	0	2	0	0	0
AT1G70590	7	6	12	5	3	15
AT1G70600	218	160	188	321	279	217
AT1G70610	14	10	14	5	7	2
AT1G70620	58	45	44	4	9	6
AT1G70630	9	2	4	1	2	0
AT1G70640	2	0	0	7	5	0
AT1G70645	0	0	0	0	0	0
ath-miR777	0	0	0	0	0	0
AT1G70650	1	2	2	1	0	2
AT1G70660	1	2	4	3	0	1
AT1G70670	6	1	7	5	4	4
AT1G70680	0	0	0	0	0	0
AT1G70690	3	4	2	5	4	6
AT1G70700	43	40	84	1	3	11
AT1G70710	14	30	25	1	9	9
AT1G70720	0	0	0	0	0	0
AT1G70730	52	52	61	30	37	38
AT1G70740	16	12	10	4	7	6
AT1G70750	6	4	8	2	1	6
AT1G09193	0	0	0	0	0	0
AT1G70760	0	0	0	0	0	0
AT1G70770	58	57	71	44	47	69
AT1G70780	37	28	44	11	7	10
AT1G09197	0	0	0	0	0	0
AT1G70790	10	1	3	4	1	4
AT1G70800	3	2	5	3	1	3
AT1G70810	7	10	11	15	9	36
AT1G70820	117	129	124	26	28	23
AT1G70830	113	145	156	104	112	175
AT1G70840	0	0	0	0	0	0
AT1G70850	0	0	1	0	2	6
AT1G70860	0	0	0	0	0	0
AT1G70870	0	0	0	0	0	0
AT1G70880	0	1	0	0	0	0
AT1G70890	95	83	62	74	168	100
AT1G70895	0	1	1	0	0	0
AT1G70900	10	4	19	9	11	10
AT1G70910	0	0	0	0	0	1
AT1G70920	0	0	0	0	0	1
AT1G70940	44	24	35	8	18	24
AT1G70944	0	0	0	0	0	0
AT1G70949	0	0	0	0	0	0
AT1G70950	0	0	0	0	0	0
AT1G70960	0	0	0	0	0	0
AT1G70970	0	0	0	0	0	0
AT1G09203	0	0	0	0	0	0
AT1G70980	9	11	10	2	6	4
AT1G70985	1	1	0	2	0	0
AT1G70990	0	1	0	0	0	1
AT1G71000	0	0	0	2	1	0
AT1G09207	0	0	0	0	0	0
AT1G09213	0	0	0	0	0	0
ath-miR858b	0	0	0	0	0	0
AT1G71002	0	0	0	0	0	0
ath-miR858a	0	0	0	0	0	0
AT1G71010	20	28	37	8	5	8
AT1G71015	2	0	1	0	0	1
AT1G71020	11	16	17	9	11	10
AT1G09217	1	0	0	0	0	0
AT1G71030	23	39	43	43	30	40
AT1G71040	16	23	38	33	18	83
AT1G71050	4	5	1	3	3	6
AT1G71060	0	2	5	3	1	2
AT1G71070	3	5	11	6	8	11
AT1G71080	14	18	25	14	12	21
AT1G71090	16	13	17	20	11	23
AT1G71100	9	8	10	6	9	20
AT1G71110	3	1	4	2	2	7
AT1G71120	0	0	0	0	0	0
AT1G71130	3	4	9	4	8	11
AT1G71140	2	4	7	5	0	8
AT1G71150	0	0	0	0	0	0
AT1G71160	0	0	0	0	0	0
AT1G71170	13	13	14	8	13	17
AT1G71180	7	11	5	4	10	5
AT1G71190	7	7	7	5	10	14
AT1G71200	0	0	0	0	0	0
AT1G71210	6	5	4	4	2	1
AT1G71220	38	32	56	34	18	34
AT1G71230	2	2	3	1	0	1
AT1G71235	0	0	0	0	0	0
AT1G71240	5	7	12	1	3	3
AT1G71250	0	0	0	0	0	0
AT1G71260	7	4	6	9	12	10
AT1G09223	0	0	0	0	0	0
AT1G71270	15	15	14	7	10	6
AT1G71280	0	0	0	0	0	0
AT1G71290	0	0	0	0	0	0
AT1G09227	0	0	0	0	0	0
AT1G71300	0	0	0	0	0	0
AT1G71310	3	4	10	6	9	4
AT1G09233	0	0	0	0	0	0
AT1G71320	0	0	0	0	0	0
AT1G71330	2	3	0	0	0	0
AT1G71340	10	6	6	4	4	0
AT1G71350	5	5	6	0	1	1
AT1G71360	4	3	9	5	4	6
AT1G09237	0	0	0	0	0	0
AT1G71370	0	0	0	0	0	0
AT1G71380	0	1	0	1	2	2
AT1G09243	0	0	0	0	0	0
AT1G71390	0	1	0	0	0	1
AT1G71400	0	0	0	0	0	3
AT1G71410	15	27	32	13	8	6
AT1G71420	1	0	0	0	1	2
AT1G09247	0	0	0	0	0	0
AT1G71430	4	1	0	7	3	3
AT1G71440	8	9	7	5	6	7
AT1G71450	0	0	0	0	0	0
AT1G71460	6	5	4	2	3	0
AT1G71470	0	0	0	0	0	0
AT1G09253	0	0	0	0	0	0
AT1G71480	0	0	2	0	0	0
AT1G71490	0	0	1	0	0	0
AT1G09257	0	0	0	0	0	0
AT1G71500	130	120	85	208	182	142
AT1G71520	0	0	1	0	0	0
AT1G71528	0	0	0	0	0	0
AT1G71530	0	0	0	0	0	0
AT1G71680	0	0	0	0	0	0
AT1G71690	2	0	0	0	2	0
AT1G71691	0	0	0	0	0	0
AT1G71692	0	1	0	0	0	1
AT1G71695	69	68	64	86	116	62
AT1G71696	5	1	5	3	0	2
AT1G71697	11	10	12	9	7	18
AT1G71700	0	0	0	0	0	0
AT1G71710	17	12	23	19	12	8
AT1G09263	0	0	0	0	0	0
AT1G71720	22	18	22	10	5	4
AT1G71730	18	17	24	30	18	16
AT1G71740	0	0	0	0	0	0
AT1G71750	2	1	6	3	0	3
AT1G71760	0	0	0	0	0	0
AT1G71770	0	0	0	0	0	0
AT1G71780	6	6	7	8	4	12
AT1G71790	8	9	8	6	6	5
AT1G71800	6	5	13	3	3	11
AT1G71810	13	8	12	4	3	3
AT1G71820	27	29	40	13	13	13
AT1G71828	0	0	0	0	0	0
AT1G71830	4	4	1	4	4	4
AT1G71840	11	18	13	25	12	29
AT1G71850	1	2	1	8	5	11
AT1G71860	14	9	16	10	17	16
AT1G09267	0	0	0	0	0	0
AT1G71865	4	4	2	5	2	7
AT1G71866	0	0	0	1	0	2
AT1G71870	2	2	3	1	0	2
AT1G09273	0	0	0	0	0	0
AT1G71880	70	34	56	12	7	29
AT1G71890	0	0	0	0	0	0
AT1G71900	13	5	5	9	5	2
AT1G71910	0	0	2	1	0	4
AT1G71920	0	0	0	0	0	0
AT1G09277	0	0	0	0	0	0
AT1G09283	0	0	0	0	0	0
AT1G71930	1	0	0	0	0	0
AT1G71940	2	6	1	2	3	4
AT1G71950	11	14	18	13	20	27
AT1G09287	0	0	0	0	0	0
AT1G71960	5	7	8	2	3	2
AT1G09293	0	0	0	0	0	0
AT1G71970	12	13	12	10	3	11
AT1G71980	28	21	31	32	24	37
AT1G71990	5	1	0	1	3	0
AT1G72000	1	0	0	1	0	3
AT1G72010	22	42	56	19	29	42
AT1G72020	71	56	59	75	51	98
AT1G72030	6	5	5	2	8	1
AT1G72040	27	22	37	15	19	12
AT1G72050	13	12	17	5	2	3
AT1G72060	0	0	0	0	0	1
AT1G72070	0	0	0	0	0	0
AT1G09297	0	0	0	0	0	0
AT1G72080	0	0	0	0	0	0
AT1G09303	0	0	0	0	0	0
AT1G72090	7	11	8	8	9	8
AT1G72100	0	0	0	0	0	0
AT1G72110	0	0	0	0	0	0
AT1G72120	2	1	4	3	1	3
AT1G72125	1	1	0	0	0	0
AT1G72130	9	4	2	2	7	4
AT1G72140	1	2	0	0	0	0
AT1G72141	0	0	0	0	0	0
AT1G72150	341	406	458	206	208	187
AT1G72160	58	55	66	42	55	47
AT1G72170	14	9	14	12	21	10
AT1G72175	7	1	12	6	3	9
AT1G72180	33	44	85	31	32	31
AT1G72190	4	3	6	3	4	5
AT1G72200	0	0	0	0	0	1
AT1G72210	0	1	4	0	3	0
AT1G72220	0	0	0	0	0	2
AT1G72230	3	4	4	5	12	8
AT1G72240	0	0	0	2	1	2
AT1G72250	5	10	11	2	0	3
AT1G72260	0	0	0	0	0	0
AT1G72270	0	0	0	0	0	1
AT1G72275	3	4	2	0	3	1
AT1G72280	0	5	9	6	3	14
AT1G72290	0	0	0	0	0	0
AT1G72300	4	8	12	5	5	6
AT1G72310	2	12	4	9	9	7
AT1G72320	13	6	10	8	6	11
AT1G72330	12	11	21	9	5	31
AT1G72340	23	13	18	18	21	27
AT1G72350	0	0	0	0	0	0
AT1G72360	0	1	2	0	1	2
AT1G72370	272	265	311	336	331	380
AT1G72390	18	19	25	10	13	9
AT1G72410	28	11	23	5	5	2
AT1G72416	11	14	6	3	1	1
AT1G72420	5	1	4	5	1	4
AT1G72430	8	7	14	19	14	15
AT1G72440	18	15	19	25	7	15
AT1G72450	20	28	49	6	8	23
AT1G09307	0	0	0	0	0	0
AT1G72460	0	0	0	0	0	0
AT1G72470	3	3	6	2	4	5
AT1G72480	17	17	17	17	13	19
AT1G72490	0	0	0	0	0	0
AT1G72500	10	11	18	11	10	20
AT1G72510	10	8	17	29	23	28
AT1G09313	0	0	0	0	0	0
AT1G72520	21	22	22	4	6	18
AT1G72530	2	1	0	0	1	1
AT1G09317	0	0	0	0	0	0
AT1G72540	0	0	0	1	0	1
AT1G72545	0	0	0	0	0	0
AT1G72550	18	18	23	19	17	14
AT1G72560	9	4	13	4	1	2
AT1G09323	0	0	0	0	0	0
AT1G72570	0	0	0	0	0	0
AT1G72580	0	0	0	0	0	0
AT1G72590	0	0	0	0	0	0
AT1G09327	0	0	0	0	0	0
AT1G72600	0	0	0	0	0	0
AT1G72610	1	1	1	8	7	12
AT1G72620	0	1	0	2	0	0
AT1G72630	2	11	7	8	16	8
AT1G72640	25	8	15	6	9	8
AT1G72645	4	2	3	3	0	2
AT1G09333	0	0	0	0	0	0
AT1G72650	14	7	12	6	8	4
AT1G72660	0	0	0	0	0	0
AT1G72670	5	1	7	1	3	0
AT1G72680	13	14	16	6	8	20
AT1G72690	0	0	2	2	0	3
AT1G09337	0	0	0	0	0	0
AT1G72700	9	10	20	10	3	22
AT1G72710	72	76	72	45	35	44
AT1G72720	0	0	0	0	0	0
AT1G72730	11	8	6	8	3	5
AT1G72740	12	10	10	7	9	12
AT1G72755	0	0	0	0	0	0
AT1G72750	10	10	10	21	14	27
AT1G72760	1	0	0	0	0	0
AT1G72770	4	2	10	4	1	0
AT1G72780	0	0	0	0	0	0
AT1G72790	12	11	19	2	6	9
AT1G72800	0	0	0	2	1	0
AT1G72810	3	5	6	7	19	16
AT1G72820	8	11	11	4	3	3
AT1G72830	1	2	4	0	1	1
AT1G72840	1	2	5	1	0	0
AT1G72850	0	1	0	0	0	0
AT1G72852	0	0	1	0	0	0
AT1G72855	0	0	0	0	0	0
AT1G72860	0	0	0	0	0	0
AT1G72870	1	0	0	0	0	0
AT1G72880	10	12	13	7	5	2
AT1G72890	3	0	6	4	1	8
AT1G72900	16	13	17	7	5	30
AT1G72910	18	10	7	7	13	44
AT1G09343	0	0	0	0	0	0
AT1G72920	5	3	4	4	2	9
AT1G72930	51	53	60	143	106	203
AT1G09353	0	0	0	0	0	0
AT1G72940	4	8	4	2	0	5
AT1G09357	0	0	0	0	0	0
AT1G72950	0	0	0	0	0	3
AT1G72960	0	0	1	0	0	0
AT1G72970	32	20	9	29	42	14
AT1G72980	0	0	0	0	0	0
AT1G72990	8	4	6	1	1	0
AT1G73000	0	0	0	0	0	1
AT1G73010	0	0	3	0	1	2
AT1G73020	3	6	5	5	5	8
AT1G73030	46	40	43	44	31	67
AT1G09363	0	0	0	0	0	0
AT1G73040	2	0	0	0	0	0
AT1G73050	0	0	0	0	0	0
AT1G73060	70	48	52	35	33	29
AT1G73065	0	0	0	0	0	0
AT1G73066	0	0	0	0	0	0
AT1G73080	12	10	13	3	4	4
AT1G73090	4	6	3	1	4	3
AT1G09367	0	0	0	0	0	0
AT1G73100	6	6	7	2	1	4
AT1G73110	16	27	22	7	7	8
AT1G73120	0	0	0	0	0	0
AT1G73130	2	7	2	2	3	0
AT1G73140	1	0	0	0	0	0
AT1G73150	2	2	7	0	2	1
AT1G73160	0	0	0	0	0	0
AT1G73165	0	0	0	0	0	0
AT1G73170	38	26	24	12	20	9
AT1G73177	2	0	0	0	0	1
AT1G73180	15	14	17	10	12	14
AT1G73190	0	0	0	0	0	0
AT1G73200	12	8	27	10	6	10
AT1G73210	1	1	4	2	0	1
AT1G09373	0	0	0	0	0	0
AT1G73220	0	0	0	1	0	1
AT1G73230	113	96	121	125	130	116
AT1G73240	7	9	10	9	4	9
AT1G73250	8	6	10	1	4	3
AT1G73260	4	1	6	1	1	2
AT1G73270	0	1	0	0	0	1
AT1G73280	0	0	0	0	0	0
AT1G73290	0	0	0	0	0	0
AT1G73300	0	0	0	0	0	0
AT1G73310	2	2	6	0	0	1
AT1G73320	1	1	7	0	0	0
AT1G73325	0	0	2	3	2	3
AT1G73330	3	14	10	4	52	51
AT1G73340	0	0	0	0	0	0
AT1G73350	6	4	9	4	1	1
AT1G09377	0	0	0	0	0	0
AT1G73360	0	0	0	0	0	0
AT1G73370	3	1	4	2	0	0
AT1G73380	2	5	5	6	8	10
AT1G73390	5	6	8	14	9	8
AT1G73400	2	1	1	1	2	2
AT1G73410	0	0	1	0	0	0
AT1G73430	19	12	15	4	6	8
AT1G73440	0	3	2	2	1	2
AT1G09383	0	0	0	0	0	0
AT1G73450	4	4	6	1	3	2
AT1G73460	16	13	17	3	0	1
AT1G73470	29	21	21	13	6	9
AT1G73480	35	31	57	12	25	9
AT1G73490	6	7	14	15	7	13
AT1G73500	5	12	14	12	29	40
AT1G09387	0	0	0	0	0	0
AT1G73510	0	0	0	0	0	0
AT1G73530	22	16	15	14	13	16
AT1G73540	4	3	6	6	8	23
AT1G73550	0	0	0	1	0	0
AT1G73560	0	0	0	0	0	0
AT1G73570	2	3	3	0	0	0
AT1G73580	0	0	0	0	0	0
AT1G09393	0	0	0	0	0	0
AT1G09397	0	0	0	0	0	0
AT1G73590	3	7	5	2	2	3
AT1G73600	47	68	73	176	186	142
AT1G73603	0	0	0	0	0	0
AT1G73607	0	0	0	0	0	0
AT1G73610	0	0	0	0	0	0
AT1G73620	4	2	5	6	6	2
AT1G73630	1	4	2	1	2	5
AT1G73640	2	1	2	1	1	0
AT1G73650	5	7	17	8	6	7
AT1G73655	121	93	98	77	86	41
AT1G73660	15	5	15	5	6	8
AT1G73670	6	14	17	7	6	7
AT1G73680	16	12	15	12	11	23
AT1G09865	0	0	0	0	0	0
AT1G73687	0	0	0	0	0	0
ath-miR159a	0	0	0	0	0	0
AT1G73690	0	0	0	2	1	2
AT1G73700	0	2	1	0	0	0
AT1G09407	0	0	0	0	0	0
AT1G73710	8	7	10	7	7	9
AT1G73720	11	11	7	7	4	12
AT1G73730	9	6	9	3	4	9
AT1G73740	8	11	7	5	6	16
AT1G73750	14	5	32	2	5	1
AT1G73760	13	6	11	11	5	9
AT1G73770	0	2	2	1	1	1
AT1G73780	0	0	0	0	0	0
AT1G73790	0	0	1	1	0	0
AT1G73805	45	28	33	18	3	78
AT1G73810	4	2	12	3	1	18
AT1G73820	4	5	3	6	5	4
AT1G73830	6	4	3	3	1	1
AT1G09417	0	0	0	0	0	0
AT1G73840	12	17	16	8	13	19
AT1G73850	4	0	2	1	0	0
AT1G73860	0	0	1	0	0	0
AT1G73870	3	7	7	3	3	3
AT1G73875	2	3	2	3	1	6
AT1G73880	1	4	5	2	1	1
AT1G73885	154	119	118	184	179	126
AT1G73890	1	0	1	1	0	0
AT1G73900	0	0	0	0	0	0
AT1G73910	1	0	0	0	1	0
AT1G73920	38	24	51	10	11	10
AT1G73930	13	13	9	4	8	0
AT1G73940	6	4	8	9	8	15
AT1G73950	3	5	4	0	4	4
AT1G73960	21	9	15	8	5	7
AT1G73965	0	0	0	0	0	1
AT1G73970	5	3	3	4	1	4
AT1G73980	20	16	20	17	8	8
AT1G73990	29	24	23	7	8	8
AT1G74000	0	0	1	0	1	0
AT1G74010	0	0	1	0	2	0
AT1G74020	4	4	14	8	5	22
AT1G74035	0	0	0	0	0	0
AT1G74030	5	8	9	4	2	7
AT1G74040	22	15	24	10	7	7
AT1G74045	0	0	0	0	0	0
AT1G74050	110	74	83	108	131	116
AT1G74055	0	0	0	0	0	0
AT1G74060	84	62	69	147	136	188
AT1G74070	36	17	20	32	24	10
AT1G74080	1	0	0	0	0	1
AT1G74088	1	0	0	1	1	2
AT1G74090	13	9	29	31	34	31
AT1G74100	19	29	60	37	30	109
AT1G74110	0	0	0	0	0	0
AT1G74120	2	4	0	2	1	2
AT1G74130	0	0	0	0	0	0
AT1G74140	0	0	0	0	0	0
AT1G74150	2	1	0	1	1	0
AT1G74160	13	8	4	5	7	4
AT1G74170	7	3	7	1	2	4
AT1G74180	0	0	0	1	0	0
AT1G09423	0	0	0	0	0	0
AT1G74190	0	0	0	0	0	0
AT1G74200	2	1	1	1	0	0
AT1G74205	0	0	0	0	0	0
AT1G09427	0	0	0	0	0	0
AT1G74210	9	4	8	9	10	17
AT1G74220	0	0	0	0	0	0
AT1G74230	30	24	31	18	8	28
AT1G74240	4	2	3	1	3	4
AT1G74250	10	13	22	5	7	7
AT1G74260	49	53	53	19	14	19
AT1G74270	44	32	57	66	61	69
AT1G74280	2	7	3	10	5	13
AT1G74290	0	1	1	1	4	2
AT1G74300	1	6	4	7	2	5
AT1G09433	0	0	0	0	0	0
AT1G74310	2	3	2	2	3	2
AT1G74320	3	6	8	7	2	5
AT1G74330	9	7	12	1	2	1
AT1G74340	2	4	4	14	3	11
AT1G74350	2	0	1	0	1	0
AT1G74360	5	9	18	4	3	15
AT1G09437	0	0	0	0	0	0
AT1G74370	3	4	3	2	3	2
AT1G09443	0	0	0	0	0	0
AT1G74380	21	22	25	20	18	17
AT1G74385	0	0	0	0	0	0
AT1G74390	1	3	8	3	2	4
AT1G74400	0	0	0	1	0	2
AT1G74410	7	5	3	1	3	8
AT1G09447	0	0	0	0	0	0
AT1G09453	0	0	0	0	0	0
AT1G74420	0	0	1	0	0	0
AT1G74430	4	1	2	2	1	4
AT1G09457	0	0	0	0	0	0
AT1G74440	9	7	11	10	7	13
AT1G09463	0	0	0	0	0	0
AT1G74450	7	3	7	2	5	2
AT1G74453	0	2	0	0	0	0
AT1G74456	2	0	0	2	1	0
AT1G09467	1	0	0	1	2	0
AT1G09473	0	0	0	0	0	0
ath-miR415	0	0	0	0	0	0
AT1G74458	1	1	0	1	1	2
AT1G74460	0	0	0	1	2	0
AT1G74470	745	801	701	612	806	403
AT1G74480	0	0	0	0	0	0
AT1G74490	0	0	0	1	0	0
