Geneid	sub06	sub07	sub08	sub21	sub23	sub24
AT5G06430	2	2	3	3	6	2
AT5G06440	13	7	13	4	1	2
AT5G06450	11	7	14	4	1	4
AT5G06460	13	15	15	16	5	13
AT5G06470	0	0	1	1	0	0
AT5G06480	2	0	1	1	2	1
AT5G06490	0	0	0	0	0	0
AT5G00345	0	0	0	0	0	0
AT5G06500	0	0	0	0	0	0
AT5G06510	1	1	1	0	0	1
AT5G06520	0	0	0	0	0	0
AT5G06530	9	11	28	10	3	10
AT5G06540	1	0	0	0	0	1
AT5G06550	2	2	6	3	2	3
AT5G06560	18	16	13	6	5	9
AT5G06570	0	2	2	0	1	1
AT5G06580	17	9	11	3	8	8
AT5G06590	0	2	1	1	2	2
AT5G06600	44	44	71	23	22	34
AT5G06610	7	2	6	5	4	3
AT5G06620	1	1	2	0	0	2
AT5G06630	0	0	0	0	0	0
AT5G06640	0	0	0	0	0	0
AT5G06645	0	0	0	0	0	0
AT5G06650	0	0	0	0	0	0
AT5G06660	14	8	11	17	12	14
AT5G06670	8	5	2	2	5	1
AT5G06680	4	3	11	6	7	11
AT5G06685	0	0	0	0	0	0
AT5G06690	54	47	41	16	12	15
AT5G06700	51	54	55	29	45	29
AT5G06710	3	5	3	3	4	2
AT5G06720	0	0	4	0	0	0
AT5G06730	0	0	0	0	0	0
AT5G06740	0	0	0	0	0	0
AT5G06750	4	5	5	2	3	9
AT5G06755	0	0	0	0	0	0
AT5G06760	0	1	1	0	0	0
AT5G06770	13	2	2	6	2	4
AT5G06780	7	5	10	5	4	9
AT5G06790	0	0	0	1	2	1
AT5G06800	0	1	0	0	0	0
AT5G06810	0	1	2	1	0	0
AT5G06811	1	1	2	2	1	0
AT5G06820	0	1	0	0	0	1
AT5G06830	13	11	19	12	6	7
AT5G06839	0	0	0	0	0	0
AT5G06850	6	2	4	3	2	1
AT5G06865	1	0	0	0	1	0
AT5G06860	0	0	0	0	0	0
AT5G06870	35	52	125	24	16	36
AT5G06890	0	0	0	0	0	0
AT5G06900	0	0	0	0	0	0
AT5G06905	0	0	0	0	0	0
AT5G06910	11	10	6	9	8	7
AT5G06920	0	0	0	0	0	0
AT5G06930	4	4	6	1	1	1
AT5G06940	1	1	2	0	0	0
AT5G06950	7	6	7	1	1	4
AT5G06960	6	5	5	7	8	14
AT5G06970	25	37	38	9	8	13
AT5G06980	6	4	10	4	5	3
AT5G06990	0	0	0	0	0	0
AT5G07000	2	3	4	5	5	0
AT5G07010	6	4	41	2	3	10
AT5G01275	0	0	0	0	0	0
AT5G00350	0	0	0	0	0	0
AT5G07020	111	143	94	72	115	73
AT5G07030	73	75	77	87	182	108
AT5G07040	1	1	0	0	0	1
AT5G07050	0	0	0	0	0	0
AT5G07060	0	0	0	0	1	0
AT5G07070	3	2	4	1	2	1
AT5G01285	0	0	0	0	0	0
AT5G07080	6	7	3	5	6	2
AT5G07090	156	188	185	271	280	230
AT5G07100	4	3	6	1	0	4
AT5G07110	4	1	4	0	0	1
AT5G01295	0	0	0	0	0	0
AT5G07120	10	12	13	7	10	11
AT5G01315	0	0	0	0	0	0
AT5G07130	5	3	6	2	0	3
AT5G07135	0	0	0	0	0	0
AT5G07140	3	5	2	1	5	1
AT5G07152	0	0	0	0	0	0
AT5G07150	0	0	0	0	0	0
AT5G01325	0	0	0	0	0	0
AT5G07160	0	0	0	0	0	0
AT5G07165	0	0	0	0	0	0
AT5G07170	0	0	0	0	0	0
AT5G07175	0	0	0	0	0	1
AT5G01345	0	0	0	0	0	0
AT5G07180	0	0	2	0	3	3
AT5G07190	0	0	0	0	0	0
AT5G07200	0	0	0	0	0	0
AT5G07210	0	0	0	0	0	0
AT5G07220	35	30	47	34	22	32
AT5G07225	0	0	0	0	0	0
AT5G07230	0	0	0	0	0	0
AT5G07240	18	20	22	25	29	42
AT5G01375	0	0	0	0	0	0
AT5G07250	6	5	9	12	17	11
AT5G07260	0	0	0	0	0	0
AT5G07270	14	7	6	4	5	4
AT5G07280	1	1	4	1	2	0
AT5G01385	0	0	0	0	0	0
AT5G07290	16	15	16	3	2	2
AT5G07300	25	16	25	17	7	16
AT5G07310	0	0	0	0	0	0
AT5G07315	0	0	0	0	0	0
AT5G07320	6	9	4	3	5	2
AT5G07322	0	0	1	1	1	5
AT5G07330	0	0	0	0	0	0
AT5G07340	28	19	36	19	7	42
AT5G07350	68	58	82	38	23	52
AT5G07360	15	7	14	3	5	12
AT5G07370	20	17	22	10	13	14
AT5G07380	0	1	2	0	0	1
AT5G07390	0	0	0	0	0	0
AT5G07400	2	1	2	0	0	1
AT5G07410	0	0	0	0	0	0
AT5G07420	0	0	0	0	0	0
AT5G01395	0	0	0	0	0	0
AT5G07430	0	0	0	0	0	0
AT5G00355	0	0	0	0	0	0
AT5G07440	85	76	151	10	5	16
AT5G07450	0	0	0	0	0	0
AT5G07460	12	6	20	17	23	45
AT5G07470	36	30	59	48	31	85
AT5G07475	0	0	0	0	0	0
AT5G01405	0	0	0	0	0	0
AT5G07480	0	0	0	0	0	0
AT5G07490	0	0	0	0	0	0
AT5G01415	0	0	0	0	0	0
AT5G07500	0	0	0	0	1	0
AT5G07510	0	0	0	0	0	0
AT5G07520	0	0	0	0	0	0
AT5G07530	0	0	0	0	0	0
AT5G07545	0	0	0	0	0	0
AT5G07540	0	0	0	0	0	0
AT5G07550	0	0	0	0	0	0
AT5G07560	1	0	0	1	0	0
AT5G07570	0	0	0	0	0	0
AT5G07571	0	0	0	0	0	0
AT5G07572	0	0	0	0	0	0
AT5G07580	47	63	30	55	41	59
AT5G07590	6	5	11	2	6	6
AT5G07600	0	0	0	0	0	0
AT5G07610	4	4	13	1	1	1
AT5G07620	2	4	0	0	0	0
AT5G07630	8	6	11	3	2	3
AT5G07625	0	0	0	0	0	0
AT5G07640	0	0	0	0	0	0
AT5G07650	0	0	0	0	0	0
AT5G07660	1	2	3	0	0	0
AT5G07670	9	2	4	5	3	6
AT5G07675	0	0	0	0	0	0
AT5G07680	0	1	1	0	0	0
AT5G01425	0	0	0	0	0	0
AT5G07690	12	2	8	2	4	4
AT5G07700	1	0	1	0	1	0
AT5G07710	2	2	9	1	4	4
AT5G07720	0	1	5	1	2	0
AT5G07730	4	3	3	3	2	4
AT5G07740	30	30	37	15	5	17
AT5G07760	3	0	1	1	1	0
AT5G07770	16	16	22	5	4	12
AT5G07780	0	0	1	0	0	2
AT5G07790	5	4	1	7	7	5
AT5G07800	2	0	1	0	2	1
AT5G07810	4	2	4	1	1	1
AT5G07820	9	5	10	10	4	8
AT5G07830	10	17	28	19	14	21
AT5G07840	8	7	9	4	5	4
AT5G07850	0	0	0	0	0	0
AT5G07860	4	3	5	1	8	7
AT5G07870	4	7	9	2	4	2
AT5G07880	0	0	1	0	0	0
AT5G07890	5	4	11	4	1	5
AT5G07900	4	2	3	2	4	4
AT5G01435	0	0	0	0	0	0
AT5G07910	5	7	9	6	6	27
AT5G07920	11	1	29	7	4	12
AT5G07930	0	0	0	0	0	0
AT5G07940	14	19	18	16	5	5
AT5G07950	1	2	5	1	3	0
AT5G07960	14	11	10	23	21	27
AT5G07970	18	4	13	9	4	4
AT5G07980	19	6	12	8	6	8
AT5G01455	0	0	0	0	0	0
AT5G01465	0	0	0	0	0	0
AT5G07990	0	1	1	2	3	2
AT5G08000	15	6	10	19	16	16
AT5G08005	0	0	0	0	0	0
AT5G08010	3	0	8	3	2	0
AT5G08020	5	1	4	1	4	5
AT5G08030	0	1	0	0	3	0
AT5G08040	18	18	11	14	15	25
AT5G08050	64	53	42	77	84	32
AT5G08055	0	0	0	0	0	0
AT5G08060	36	40	57	63	71	81
AT5G08070	0	1	0	0	1	2
AT5G08075	0	0	0	0	0	0
AT5G08080	14	16	5	24	19	13
AT5G08090	0	0	0	0	0	0
AT5G08100	28	19	22	18	10	12
AT5G08110	0	0	3	1	1	0
AT5G08120	7	7	16	17	3	18
AT5G08130	25	25	32	7	11	12
AT5G01475	0	0	0	0	0	0
AT5G08139	4	8	9	3	2	6
AT5G08141	0	0	0	0	0	0
AT5G01485	0	0	0	0	0	0
AT5G08150	1	0	0	0	0	0
AT5G08160	29	20	30	27	26	36
AT5G08170	3	7	10	5	5	2
AT5G08180	15	11	15	14	16	18
AT5G01495	0	0	0	0	0	0
AT5G01505	0	0	0	0	1	0
AT5G01515	0	0	0	0	0	0
AT5G08185	0	0	0	0	1	0
ath-miR162a-3p	0	0	0	0	0	0
ath-miR162a-5p	0	0	0	0	0	0
AT5G08190	5	4	6	2	5	5
AT5G08200	3	4	3	4	2	2
AT5G08210	0	0	0	0	0	0
ath-miR834	0	0	0	0	0	0
AT5G08230	10	14	5	3	1	2
AT5G01535	0	0	0	0	0	0
AT5G08240	5	5	8	4	4	14
AT5G08250	0	0	0	0	0	0
AT5G08260	56	60	67	51	69	79
AT5G08270	1	3	4	2	4	1
AT5G08280	156	137	131	60	82	60
AT5G01545	0	0	0	0	0	0
AT5G08290	84	134	122	89	75	116
AT5G08300	50	38	59	66	42	131
AT5G08305	2	0	1	1	1	0
AT5G08310	1	1	1	0	1	0
AT5G08315	0	0	0	0	0	0
AT5G08320	3	3	5	8	4	6
AT5G08330	63	47	42	59	64	55
AT5G08335	1	2	4	3	4	5
AT5G08340	4	4	11	2	2	5
AT5G08350	0	0	0	0	0	0
AT5G08360	0	0	0	0	0	0
AT5G08370	18	12	15	5	5	8
AT5G08380	15	20	32	29	28	40
AT5G08391	1	0	0	1	0	1
AT5G08390	12	10	12	7	8	9
AT5G08400	7	7	7	4	2	2
AT5G08410	57	37	47	28	28	20
AT5G08415	12	12	13	9	10	4
AT5G08420	19	13	31	25	28	25
AT5G08430	5	7	6	1	0	6
AT5G08440	9	2	7	9	4	3
AT5G08450	43	31	47	57	31	47
AT5G08460	0	0	0	0	0	0
AT5G08470	10	16	14	2	2	2
AT5G08480	0	0	0	0	0	0
AT5G08490	0	1	0	0	1	0
AT5G08500	15	8	7	6	3	3
AT5G08505	0	0	0	0	0	0
AT5G08510	5	0	3	3	1	0
AT5G08520	22	19	25	12	13	15
AT5G08530	84	110	123	80	75	132
AT5G08535	4	4	7	3	3	4
AT5G08540	37	38	34	17	15	17
AT5G01555	0	0	0	0	0	0
AT5G08550	8	8	11	10	3	5
AT5G08560	12	17	27	15	14	15
AT5G08565	0	1	2	0	2	2
AT5G08570	49	56	57	48	46	62
AT5G08580	7	6	9	8	14	13
AT5G08590	29	41	45	49	29	36
AT5G08600	6	2	3	0	1	1
AT5G08610	62	46	45	27	21	11
AT5G08620	11	9	12	15	4	9
AT5G08630	5	13	8	5	1	3
AT5G08640	5	0	7	4	5	3
AT5G08650	73	81	73	15	26	14
AT5G08660	21	14	21	9	13	11
AT5G08670	160	182	235	174	168	261
AT5G08680	79	78	137	54	60	125
AT5G08690	162	183	214	144	141	212
AT5G08695	0	0	0	0	0	0
AT5G08710	5	6	4	2	2	3
AT5G08712	0	0	0	0	0	0
ath-miR166c	0	0	0	0	0	0
AT5G01565	0	0	0	0	0	0
AT5G01575	0	0	0	0	0	0
AT5G08717	0	0	0	0	0	0
ath-miR166d	0	0	0	0	0	0
AT5G01585	0	0	0	0	0	0
AT5G08720	11	13	13	5	3	3
AT5G08730	0	0	0	0	0	0
AT5G08740	15	15	14	9	12	12
AT5G08750	5	3	7	6	4	5
AT5G08760	10	8	7	16	18	48
AT5G08770	1	1	4	0	0	7
AT5G08780	2	1	3	3	1	0
AT5G08790	13	17	59	29	28	129
AT5G01605	0	0	0	0	0	0
AT5G09210	0	0	0	0	0	0
AT5G09220	58	82	88	38	29	46
AT5G09225	8	3	8	7	4	4
AT5G01615	0	0	0	0	0	0
AT5G09230	7	5	6	5	2	0
AT5G09240	1	1	1	2	2	4
AT5G09250	2	6	4	4	2	6
AT5G09260	7	1	7	5	2	1
AT5G09270	4	3	4	6	4	12
AT5G09280	0	0	0	0	0	0
AT5G09290	0	1	3	0	1	6
AT5G09300	6	2	3	1	1	1
AT5G09310	4	8	9	6	1	3
AT5G09315	4	2	1	1	0	3
AT5G09320	0	0	0	0	0	0
AT5G09330	17	14	32	9	3	22
AT5G09340	0	0	0	0	0	0
AT5G09345	0	0	0	0	0	0
AT5G09350	4	3	6	1	0	1
AT5G09360	0	0	0	0	0	0
AT5G09370	0	0	0	0	0	0
AT5G09380	3	1	4	1	1	0
AT5G09390	11	7	12	7	3	7
AT5G09400	13	14	16	10	12	8
AT5G09410	41	18	30	8	9	10
AT5G09420	2	3	1	6	2	4
AT5G09430	1	0	0	0	0	0
AT5G09440	5	14	64	27	21	49
AT5G09443	0	0	0	0	0	0
AT5G09445	0	0	0	0	0	0
AT5G09450	6	9	4	10	3	8
AT5G09460	29	14	20	6	6	5
AT5G09470	0	0	0	0	1	3
AT5G09480	0	0	1	0	2	0
AT5G09490	0	0	0	0	0	0
AT5G09500	0	0	0	0	0	0
AT5G09510	85	58	73	131	130	122
AT5G09520	0	0	0	0	0	0
AT5G09530	0	1	2	2	4	7
AT5G09540	1	1	3	2	2	3
AT5G09550	0	0	0	0	0	0
AT5G09560	0	0	0	0	0	0
AT5G09570	0	0	0	0	0	0
AT5G09580	0	0	1	0	1	0
AT5G09585	0	0	0	2	1	2
AT5G09590	12	17	24	52	23	56
AT5G09600	1	4	2	1	5	5
AT5G09610	0	0	0	0	0	0
AT5G09620	26	34	45	22	23	39
AT5G09630	1	4	3	0	1	0
AT5G09640	0	0	0	0	0	0
AT5G09650	136	131	126	131	114	121
AT5G09655	0	0	0	0	0	0
AT5G09660	346	334	349	401	437	292
AT5G09670	30	24	22	11	10	15
AT5G09680	9	6	11	8	9	6
AT5G09690	2	1	1	0	1	1
AT5G09700	0	0	0	0	0	0
AT5G09711	0	0	0	0	0	0
AT5G09720	0	0	0	0	0	0
AT5G09730	0	1	4	2	4	6
AT5G09740	9	10	6	3	5	4
AT5G09750	0	0	0	0	0	0
AT5G09755	0	0	0	0	0	0
AT5G09760	10	8	9	16	13	9
AT5G09770	15	4	10	12	18	19
AT5G09780	0	0	0	0	0	0
AT5G09790	0	5	4	2	2	3
AT5G09800	0	2	0	1	0	7
AT5G09805	0	0	0	0	0	1
AT5G09810	165	219	249	230	185	258
AT5G09820	7	3	3	4	3	3
AT5G09830	7	10	4	3	6	8
AT5G09840	0	3	1	5	1	4
AT5G09850	14	9	14	5	5	10
AT5G09860	12	13	11	8	5	15
AT5G09870	41	49	60	23	23	21
AT5G09876	0	0	0	0	0	0
AT5G09880	33	23	28	6	6	12
AT5G09890	14	12	18	10	8	11
AT5G09900	43	48	61	41	27	52
AT5G09910	0	1	0	0	0	0
AT5G01635	0	0	0	0	0	0
AT5G09920	12	11	10	12	10	10
AT5G09930	0	0	0	0	0	0
AT5G09940	0	0	0	0	0	0
AT5G09950	2	0	0	0	0	0
AT5G09960	10	12	8	10	5	8
AT5G09970	0	0	0	0	0	0
AT5G09975	0	0	0	0	0	0
AT5G09976	0	1	1	0	0	1
AT5G09978	1	0	0	0	0	1
AT5G09980	1	0	1	0	1	0
AT5G09990	0	0	1	0	0	0
AT5G09995	9	6	8	3	5	0
AT5G01645	0	0	0	0	0	0
AT5G10000	0	0	0	0	0	0
AT5G10010	19	24	22	26	27	29
AT5G10020	9	13	13	1	3	2
AT5G10030	8	9	5	3	1	1
AT5G10040	0	0	0	0	0	0
AT5G10050	8	5	10	8	7	8
AT5G10060	16	8	12	11	12	8
AT5G10070	9	1	11	4	5	1
AT5G10080	1	1	1	1	0	1
AT5G10090	0	0	0	0	0	0
AT5G10100	0	0	0	0	1	0
AT5G01655	0	0	0	0	0	0
AT5G10110	2	4	11	4	5	9
AT5G01665	0	0	0	0	0	0
AT5G10120	0	0	0	0	0	0
AT5G10130	0	0	0	0	0	0
AT5G01675	0	0	0	0	0	0
AT5G10140	0	0	0	1	0	1
AT5G10150	7	6	13	5	5	5
AT5G10160	22	16	19	16	15	14
AT5G10170	11	10	13	10	14	17
AT5G10180	47	53	55	9	19	41
AT5G10190	16	11	18	13	8	25
AT5G10200	8	8	3	0	1	2
AT5G10210	0	0	0	0	0	1
AT5G10220	0	0	0	0	0	0
AT5G10230	0	0	0	0	0	0
AT5G10235	0	0	0	0	0	0
AT5G10240	7	5	6	3	4	7
AT5G10250	2	1	1	0	0	1
AT5G10260	3	0	0	1	0	1
AT5G10270	7	4	4	7	6	11
AT5G01685	0	0	0	0	0	0
AT5G10278	0	0	0	0	0	0
AT5G01695	0	0	0	0	0	0
AT5G10280	0	0	0	0	0	0
AT5G10290	10	9	17	3	7	16
AT5G10300	2	2	17	5	3	10
AT5G10310	1	0	0	1	0	0
AT5G10320	1	0	0	1	0	0
AT5G01705	0	0	0	0	0	0
AT5G01725	0	0	0	0	0	0
AT5G01735	0	0	0	0	0	0
AT5G01745	0	0	0	0	0	0
ath-miR5998a	0	0	0	0	0	0
ath-miR5998b	0	0	0	0	0	0
AT5G10330	10	4	11	5	1	2
AT5G10336	0	0	1	0	0	0
AT5G10340	0	0	0	0	1	0
AT5G10350	21	19	32	23	11	19
AT5G10360	207	182	208	327	290	363
AT5G10370	5	2	5	3	3	5
AT5G10380	29	31	65	74	42	239
AT5G10390	15	14	16	14	29	14
AT5G10400	79	82	69	96	76	91
AT5G10410	1	1	1	2	3	5
AT5G10420	0	0	0	0	0	0
AT5G10435	0	0	0	0	0	0
AT5G10430	1	1	2	0	0	0
AT5G10440	2	1	1	1	2	0
AT5G10450	335	309	330	159	181	172
AT5G10455	0	0	0	0	0	0
AT5G10460	11	7	5	8	7	6
AT5G10470	21	19	27	17	10	11
AT5G10480	17	10	13	14	22	6
AT5G10490	9	22	21	6	7	8
AT5G10500	0	0	0	0	0	0
AT5G01755	0	0	0	0	0	0
ath-miR8184	0	0	0	0	0	0
AT5G10510	1	3	1	2	0	1
AT5G10520	0	1	1	0	0	1
AT5G10525	0	0	0	0	0	0
AT5G10530	0	0	0	0	0	0
AT5G10540	56	66	58	33	23	30
AT5G01765	0	0	0	0	0	0
AT5G10550	26	25	23	36	20	39
AT5G00360	0	1	0	1	0	0
AT5G10560	37	48	56	35	25	61
AT5G10570	0	0	0	1	0	1
AT5G01775	0	0	0	0	0	0
AT5G01785	0	0	0	0	0	0
AT5G10572	0	0	0	1	0	0
AT5G10580	0	0	0	0	1	0
AT5G10590	0	0	0	0	0	0
AT5G01795	0	0	0	0	0	0
AT5G10600	0	0	0	1	0	0
AT5G10605	1	0	0	0	0	0
AT5G10610	6	11	8	16	15	30
AT5G10620	5	6	3	3	3	2
AT5G10625	0	0	2	1	1	2
AT5G10630	6	8	12	9	7	6
AT5G10650	8	7	7	1	2	9
AT5G01805	0	0	0	0	0	0
AT5G10660	0	0	1	0	0	1
AT5G10680	0	0	0	0	0	0
AT5G10690	25	16	25	5	6	5
AT5G01815	0	0	0	0	0	0
AT5G10695	0	0	0	2	0	1
AT5G10700	5	2	7	5	5	4
AT5G10710	4	0	6	5	4	7
AT5G01825	0	0	0	0	0	0
AT5G10720	0	0	0	0	0	0
AT5G10730	8	5	3	6	9	4
AT5G10740	5	2	4	0	3	5
AT5G10745	2	3	5	6	3	3
AT5G10750	10	8	9	8	9	17
AT5G10760	64	66	131	218	113	721
AT5G10770	5	6	11	8	11	9
AT5G10780	52	25	49	62	50	67
AT5G10790	11	7	4	7	7	9
AT5G10800	1	2	1	2	0	0
AT5G10810	14	7	9	10	6	18
AT5G10820	3	4	4	2	0	2
AT5G10830	5	3	6	7	4	6
AT5G10840	30	36	41	7	4	28
AT5G01835	0	0	0	0	0	0
AT5G10860	120	94	179	89	92	137
AT5G10870	9	2	5	5	0	4
AT5G10880	0	0	0	0	0	0
AT5G10890	0	0	0	1	0	0
AT5G10900	3	2	1	0	1	2
AT5G10910	16	11	11	7	11	5
AT5G10920	23	31	25	23	25	20
AT5G10930	1	2	4	5	7	1
AT5G10940	13	15	12	3	3	8
AT5G10946	0	0	0	0	1	1
AT5G10945	0	0	0	0	0	0
ath-miR156d-3p	0	0	0	0	0	0
ath-miR156d-5p	0	0	0	0	0	0
AT5G10950	11	8	5	10	8	5
AT5G10960	30	44	46	35	29	59
AT5G10965	1	0	0	0	0	0
AT5G10970	0	0	0	0	0	0
AT5G10980	83	78	82	112	111	168
AT5G10990	0	0	0	0	0	0
AT5G11000	18	13	14	14	9	12
AT5G11010	3	4	7	2	6	4
AT5G11020	0	2	0	0	1	0
AT5G11030	8	10	9	3	1	7
AT5G11040	8	19	28	8	9	11
AT5G11050	0	0	0	0	0	0
AT5G11060	45	35	40	46	51	71
AT5G11070	40	24	19	25	24	28
AT5G11080	0	0	0	0	0	0
AT5G01845	0	0	0	0	0	0
AT5G00365	0	0	0	0	0	0
AT5G11090	0	0	0	0	0	0
AT5G11100	0	0	2	0	0	0
AT5G11110	3	3	6	3	0	3
AT5G11130	0	0	0	0	0	0
AT5G11140	0	1	0	1	0	0
AT5G11150	30	14	26	28	25	22
AT5G11160	2	0	6	0	1	0
AT5G11170	86	57	86	57	41	66
AT5G11180	0	0	0	0	0	0
AT5G01855	0	0	0	0	0	0
AT5G11190	2	0	0	1	0	2
AT5G11200	54	40	52	22	25	50
AT5G11210	0	1	1	0	0	0
AT5G01865	0	0	0	0	0	0
AT5G11220	0	0	0	0	0	0
AT5G11225	0	0	0	0	0	0
AT5G11230	0	1	5	1	1	1
AT5G11240	8	7	12	10	2	6
AT5G11250	10	10	10	3	5	5
AT5G11260	1	1	2	4	5	6
AT5G11270	13	6	8	8	9	3
AT5G11280	13	7	11	12	11	20
AT5G11290	0	0	0	0	0	0
AT5G00370	0	0	0	0	0	0
AT5G11300	3	2	4	1	1	1
AT5G11310	3	4	2	4	0	6
AT5G11320	0	0	1	1	0	0
AT5G11325	0	0	0	0	0	0
AT5G11330	31	14	14	13	14	15
AT5G11340	8	9	5	12	10	12
AT5G11350	11	4	8	3	5	2
AT5G11360	0	0	0	0	0	0
AT5G11370	0	0	0	0	0	0
AT5G11380	4	5	11	3	7	2
AT5G11390	4	7	10	7	1	8
AT5G11400	0	0	0	0	0	0
AT5G11410	0	0	1	1	0	0
AT5G11412	0	0	0	0	0	0
AT5G01875	0	0	0	0	0	0
AT5G11416	0	0	0	0	0	0
AT5G11420	143	142	135	128	179	93
AT5G11425	0	0	0	0	0	0
AT5G11430	13	5	11	4	4	3
AT5G11440	0	0	0	0	0	0
AT5G11450	53	31	39	32	32	8
AT5G11460	3	0	4	4	5	6
AT5G11470	1	2	5	3	0	0
AT5G11475	0	0	0	0	0	0
AT5G11480	36	46	44	25	35	31
AT5G11490	23	23	40	27	14	21
AT5G11500	53	33	64	47	32	53
AT5G11510	6	2	15	6	2	4
AT5G11520	33	40	65	24	43	49
AT5G11530	4	5	5	6	3	3
AT5G11540	0	3	0	0	1	1
AT5G11550	9	14	22	20	42	12
AT5G11560	58	72	90	45	35	79
AT5G11565	0	0	0	0	0	0
AT5G11570	1	0	0	0	0	0
AT5G11580	43	32	37	16	14	9
AT5G11590	1	2	1	6	2	0
AT5G11600	7	4	2	9	6	14
AT5G11610	8	7	12	6	5	8
AT5G11620	1	0	0	2	0	1
AT5G11630	2	0	1	8	5	9
AT5G11640	9	4	5	7	3	4
AT5G11650	8	5	1	2	0	3
AT5G11660	0	0	0	0	0	0
AT5G11670	281	373	446	351	204	525
AT5G11680	18	16	16	17	24	41
AT5G11690	6	1	5	5	2	2
AT5G11700	60	58	46	15	6	23
AT5G11710	41	35	45	15	18	18
AT5G11720	43	33	37	11	10	14
AT5G11730	0	6	11	3	9	15
AT5G11740	181	152	170	305	330	345
AT5G00375	0	0	0	0	0	0
AT5G01885	0	0	0	0	0	0
AT5G11750	4	3	7	6	3	2
AT5G11760	22	13	21	17	17	20
AT5G11770	93	87	106	158	181	204
AT5G11780	0	0	1	0	0	1
AT5G11790	20	18	35	28	18	18
AT5G01915	0	0	0	0	0	0
ath-miR5629	0	0	0	0	0	0
AT5G11800	2	5	15	3	1	3
AT5G11810	15	13	14	18	10	14
AT5G11820	0	0	0	0	0	0
AT5G11830	0	0	0	0	0	0
AT5G11840	13	19	22	22	7	10
AT5G11850	20	14	20	21	8	17
AT5G11860	16	4	9	3	2	14
AT5G11870	0	0	0	0	0	0
AT5G11880	42	38	43	29	29	27
AT5G11890	9	20	18	13	26	25
AT5G11900	18	9	21	12	19	20
AT5G11910	14	6	9	6	8	11
AT5G11920	1	0	0	3	1	8
AT5G11930	0	0	0	0	0	1
AT5G11940	0	0	0	0	0	0
AT5G11950	12	7	10	16	4	1
AT5G11960	14	7	13	14	8	10
AT5G11975	0	0	0	0	0	0
AT5G11970	0	0	0	5	4	3
AT5G11977	0	0	0	0	0	0
ath-miR156e	0	0	0	0	0	0
AT5G11980	20	13	11	9	6	9
AT5G11990	0	0	0	1	1	0
AT5G12000	0	0	0	0	0	0
AT5G12010	7	14	20	13	8	10
AT5G12020	0	0	0	2	0	1
AT5G12030	0	0	0	0	1	1
AT5G12040	26	17	13	18	16	33
AT5G12043	0	0	0	0	0	0
AT5G01925	0	0	0	0	0	0
AT5G12050	8	4	3	5	3	3
AT5G12060	0	0	0	0	0	0
AT5G12070	0	0	0	0	0	0
AT5G12080	7	6	9	5	7	4
AT5G12090	0	0	0	0	0	0
AT5G12100	1	2	1	1	0	1
AT5G12110	1	2	4	3	5	1
AT5G12120	19	26	28	14	9	21
AT5G12130	18	17	16	9	5	7
AT5G12140	83	60	101	71	93	88
AT5G12150	82	73	72	33	41	37
AT5G12170	7	13	6	7	3	4
AT5G12180	0	0	0	0	0	0
AT5G00380	0	0	0	0	0	0
AT5G12190	11	9	12	25	27	20
AT5G12200	16	18	23	22	16	29
AT5G12210	28	21	28	10	13	17
AT5G12220	6	7	7	5	2	1
AT5G12230	7	6	8	6	3	7
AT5G12235	0	1	0	0	0	0
AT5G12236	0	0	0	0	0	0
AT5G12240	4	16	13	22	15	15
AT5G12250	150	127	152	182	207	141
AT5G12260	10	7	7	4	4	1
AT5G12270	0	0	0	0	0	0
AT5G12280	0	0	0	0	0	0
AT5G12290	11	13	11	6	3	6
AT5G12300	0	0	2	1	1	2
AT5G12310	19	23	15	10	4	6
AT5G12320	4	2	3	4	2	1
AT5G12330	0	1	3	0	0	0
AT5G00385	0	0	0	0	0	0
AT5G12340	0	0	0	0	0	1
AT5G12350	17	22	31	4	2	4
AT5G12360	0	0	0	1	0	0
AT5G12370	51	50	61	27	12	22
AT5G01935	0	1	0	0	0	0
AT5G12380	0	0	0	0	0	0
AT5G12390	11	3	9	6	6	8
AT5G01945	0	0	0	0	0	0
AT5G12400	13	17	13	7	7	7
AT5G12410	6	8	8	6	16	13
AT5G12420	1	3	5	0	2	2
AT5G12430	18	19	28	7	8	8
AT5G12440	12	10	11	6	7	3
AT5G12450	0	0	0	0	0	0
AT5G12460	0	0	0	0	0	0
AT5G12470	33	35	33	35	14	22
AT5G12480	20	16	33	19	12	33
AT5G12840	7	7	8	6	2	16
AT5G12850	19	17	23	9	8	11
AT5G12860	152	159	158	120	124	86
AT5G12870	0	0	0	0	0	0
AT5G12880	0	0	0	0	0	0
AT5G12890	16	7	14	15	27	45
AT5G12900	3	2	2	6	5	3
AT5G12910	0	0	0	0	0	0
AT5G12920	1	0	1	0	0	0
AT5G12930	8	4	16	4	6	12
AT5G12940	27	36	6	37	27	18
AT5G12950	26	34	31	23	26	10
AT5G12960	0	0	0	0	0	1
AT5G12970	1	2	1	1	0	0
AT5G12980	8	2	4	4	5	3
AT5G12990	0	0	0	0	0	0
AT5G13000	28	26	42	22	9	15
AT5G13010	24	48	52	19	18	23
AT5G13020	31	25	38	24	16	33
AT5G13030	34	34	47	19	29	44
AT5G13050	13	9	9	15	7	10
AT5G13060	5	2	4	0	4	1
AT5G13070	8	7	12	23	11	18
AT5G13080	2	0	4	0	0	1
AT5G13090	3	4	4	12	8	5
