"gene"	"xref"	"sub06"	"sub07"	"sub08"	"sub21"	"sub23"	"sub24"
"AT2G21690"	816707	0	0	0	0	0	0
"AT2G21700"	NA	0	0	0	0	0	0
"AT2G21710"	816708	4	5	5	1	0	1
"AT2G21710"	816708	4	5	5	1	0	1
"AT2G21710"	816708	4	5	5	1	0	1
"AT2G21720"	816709	0	0	0	0	0	0
"AT2G21720"	816709	0	0	0	0	0	0
"AT2G21725"	3768476	0	0	0	0	0	0
"AT2G21727"	5007895	0	0	0	0	0	0
"AT2G21730"	816710	0	0	0	0	0	0
"AT2G21740"	816711	0	0	0	0	0	0
"AT2G21750"	816712	0	0	0	0	0	0
"AT2G21770"	816713	0	2	1	2	1	0
"AT2G21780"	816714	0	0	0	0	0	0
"AT2G21790"	816715	34	26	42	24	12	22
"AT2G21800"	816716	0	0	2	0	0	0
"AT2G21800"	816716	0	0	2	0	0	0
"AT2G21800"	816716	0	0	2	0	0	0
"AT2G21810"	816717	0	0	0	0	0	0
"AT2G21820"	816718	0	0	1	0	2	0
"AT2G21830"	816719	2	2	3	2	0	0
"AT2G21830"	816719	2	2	3	2	0	0
"AT2G21840"	816720	0	0	0	2	1	2
"AT2G21850"	816721	2	4	5	1	0	6
"AT2G21860"	816722	15	21	17	13	18	12
"AT2G21870"	816723	122	115	138	104	127	145
"AT2G21870"	816723	122	115	138	104	127	145
"AT2G21880"	816724	2	2	3	1	1	0
"AT2G21880"	816724	2	2	3	1	1	0
"AT2G21880"	816724	2	2	3	1	1	0
"AT2G21880"	816724	2	2	3	1	1	0
"AT2G21890"	816725	0	0	0	0	0	0
"AT2G21900"	816726	0	0	0	0	0	0
"AT2G21910"	816727	0	0	0	0	0	0
"AT2G21920"	816728	0	0	0	0	0	0
"AT2G21930"	816729	0	0	0	0	0	0
"AT2G21930"	816729	0	0	0	0	0	0
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G21940"	816730	5	2	8	4	2	6
"AT2G07475"	NA	0	0	0	0	0	0
"AT2G21950"	816731	0	0	0	0	0	0
"AT2G21960"	816732	51	56	49	38	47	48
"AT2G21970"	816733	23	18	18	32	33	26
"AT2G00730"	NA	0	0	0	0	0	0
"AT2G21980"	816734	0	0	0	0	0	0
"AT2G21990"	816735	0	1	0	0	0	0
"AT2G22000"	816736	1	0	0	0	0	0
"AT2G07485"	NA	0	0	0	0	0	0
"AT2G07495"	NA	0	0	0	0	0	0
"AT2G22010"	816737	18	25	27	13	9	12
"AT2G22010"	816737	18	25	27	13	9	12
"AT2G22030"	816738	0	0	0	0	0	0
"AT2G22040"	816739	0	0	0	0	0	0
"AT2G22050"	816740	0	0	0	0	0	0
"AT2G22050"	816740	0	0	0	0	0	0
"AT2G22055"	28718292	0	0	0	0	0	0
"AT2G22060"	816741	0	0	0	0	0	0
"AT2G22070"	816742	0	0	0	0	0	1
"AT2G22080"	816743	23	18	20	12	13	17
"AT2G22088"	7922397	0	0	0	0	0	0
"AT2G22090"	816744	1	4	2	0	0	0
"AT2G22090"	816744	1	4	2	0	0	0
"AT2G07515"	NA	0	0	0	0	0	0
"AT2G22100"	816745	1	4	4	3	5	4
"AT2G22110"	NA	0	0	0	0	0	0
"AT2G22120"	816746	7	2	9	3	5	13
"AT2G22120"	816746	7	2	9	3	5	13
"AT2G22121"	3768634	0	0	0	0	0	0
"AT2G22122"	2745552	2	3	1	4	2	2
"AT2G22125"	816747	83	72	92	12	10	7
"AT2G22140"	816748	0	0	1	0	0	0
"AT2G22140"	816748	0	0	1	0	0	0
"AT2G22145"	5007899	0	0	0	0	0	0
"AT2G22155"	5007900	0	0	0	0	0	0
"AT2G22160"	816750	0	0	0	0	0	0
"AT2G22170"	816751	26	36	35	55	64	41
"AT2G22180"	816752	0	0	0	0	0	0
"AT2G07525"	NA	0	0	0	0	0	0
"AT2G07535"	NA	0	0	0	0	0	0
"AT2G07545"	NA	0	0	0	0	0	0
"AT2G22190"	816753	4	4	2	2	7	5
"AT2G22190"	816753	4	4	2	2	7	5
"AT2G22200"	816754	0	0	0	0	0	1
"AT2G22220"	NA	0	0	0	0	0	0
"AT2G22230"	816756	28	17	9	22	25	20
"AT2G22240"	816757	5	9	10	5	14	4
"AT2G22240"	816757	5	9	10	5	14	4
"AT2G22240"	816757	5	9	10	5	14	4
"AT2G22241"	6240772	0	0	0	0	0	0
"AT2G22250"	816758	16	6	16	10	1	10
"AT2G22250"	816758	16	6	16	10	1	10
"AT2G22250"	816758	16	6	16	10	1	10
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22260"	816759	1	1	3	0	1	1
"AT2G22270"	816760	10	2	4	1	0	1
"AT2G22270"	816760	10	2	4	1	0	1
"AT2G22280"	NA	0	0	0	0	0	0
"AT2G22290"	816761	0	0	0	0	0	0
"AT2G22300"	816762	34	40	40	7	12	25
"AT2G22300"	816762	34	40	40	7	12	25
"AT2G22300"	816762	34	40	40	7	12	25
"AT2G22310"	816763	2	1	4	3	2	2
"AT2G22310"	816763	2	1	4	3	2	2
"AT2G22310"	816763	2	1	4	3	2	2
"AT2G22320"	816764	0	0	0	0	0	0
"AT2G07555"	NA	0	0	0	0	0	0
"AT2G22330"	816765	24	26	76	17	10	33
"AT2G22330"	816765	24	26	76	17	10	33
"AT2G22340"	816766	0	0	0	0	0	0
"AT2G07575"	NA	0	0	0	0	0	0
"AT2G22345"	3768035	0	0	0	0	0	0
"AT2G22360"	816768	17	22	31	27	18	25
"AT2G22370"	816769	0	4	3	3	2	2
"AT2G22380"	NA	0	0	0	0	0	0
"AT2G22400"	816771	33	29	35	11	13	21
"AT2G22410"	816772	2	2	1	2	0	1
"AT2G22420"	816773	1	0	2	0	3	1
"AT2G22425"	816774	23	11	20	43	29	39
"AT2G22425"	816774	23	11	20	43	29	39
"AT2G00740"	NA	0	0	0	0	0	0
"AT2G22426"	6241222	0	0	0	0	0	0
"AT2G22430"	816775	156	143	152	119	143	119
"AT2G22440"	816776	0	0	0	0	0	0
"AT2G22450"	816777	19	22	24	13	5	12
"AT2G22460"	816778	0	0	0	0	0	0
"AT2G22465"	28718293	0	0	0	0	0	0
"AT2G22470"	816779	3	3	3	2	3	11
"AT2G22475"	816780	6	14	13	7	5	10
"AT2G22475"	816780	6	14	13	7	5	10
"AT2G22480"	816781	20	14	32	16	5	25
"AT2G07585"	NA	0	0	0	0	0	0
"AT2G22482"	NA	0	0	0	0	0	0
"AT2G07595"	NA	0	0	0	0	0	0
"AT2G22490"	816782	5	7	7	7	5	6
"AT2G22490"	816782	5	7	7	7	5	6
"AT2G07605"	NA	0	0	0	0	0	0
"AT2G07615"	NA	0	0	0	0	0	0
"AT2G22496"	NA	0	0	0	0	0	0
"ath-miR779.2"	NA	0	0	0	0	0	0
"ath-miR779.1"	NA	0	0	0	0	0	0
"AT2G22500"	816783	49	34	49	44	37	117
"AT2G22510"	816784	0	0	0	0	2	1
"AT2G22520"	816785	0	0	0	0	0	0
"AT2G22520"	816785	0	0	0	0	0	0
"AT2G22530"	816786	5	3	4	0	0	3
"AT2G22540"	816787	32	35	34	58	64	76
"AT2G22540"	816787	32	35	34	58	64	76
"AT2G22540"	816787	32	35	34	58	64	76
"AT2G22560"	816788	1	3	0	3	0	2
"AT2G22570"	816789	1	2	3	1	0	6
"AT2G22570"	816789	1	2	3	1	0	6
"AT2G22580"	NA	0	0	0	0	0	0
"AT2G07645"	NA	0	0	0	0	0	0
"AT2G22590"	816790	0	0	0	0	0	1
"AT2G22600"	816791	0	0	0	1	0	0
"AT2G22610"	816792	3	8	5	3	2	1
"AT2G22610"	816792	3	8	5	3	2	1
"AT2G22610"	816792	3	8	5	3	2	1
"AT2G07805"	NA	0	0	0	0	0	0
"AT2G22620"	816793	1	0	1	1	0	0
"AT2G22620"	816793	1	0	1	1	0	0
"AT2G22620"	816793	1	0	1	1	0	0
"AT2G22620"	816793	1	0	1	1	0	0
"AT2G22620"	816793	1	0	1	1	0	0
"AT2G07840"	NA	0	0	0	0	0	0
"AT2G22630"	816794	0	0	0	0	0	0
"AT2G22630"	816794	0	0	0	0	0	0
"AT2G22640"	816795	6	5	6	5	3	8
"AT2G22650"	816796	6	6	4	3	0	1
"AT2G22650"	816796	6	6	4	3	0	1
"AT2G22650"	816796	6	6	4	3	0	1
"AT2G22660"	816797	38	37	40	18	6	33
"AT2G22660"	816797	38	37	40	18	6	33
"AT2G22660"	816797	38	37	40	18	6	33
"AT2G22668"	NA	0	0	0	0	0	0
"ath-miR405a"	NA	0	0	0	0	0	0
"AT2G22670"	816798	107	110	102	71	134	67
"AT2G22670"	816798	107	110	102	71	134	67
"AT2G22670"	816798	107	110	102	71	134	67
"AT2G22670"	816798	107	110	102	71	134	67
"AT2G22670"	816798	107	110	102	71	134	67
"AT2G22680"	816799	2	1	2	0	3	1
"AT2G22690"	816800	3	2	3	3	3	5
"AT2G22690"	816800	3	2	3	3	3	5
"AT2G22720"	816802	30	26	31	11	5	10
"AT2G22720"	816802	30	26	31	11	5	10
"AT2G22720"	816802	30	26	31	11	5	10
"AT2G22720"	816802	30	26	31	11	5	10
"AT2G22720"	816802	30	26	31	11	5	10
"AT2G22720"	816802	30	26	31	11	5	10
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22730"	816803	1	4	3	0	0	0
"AT2G22740"	816804	3	0	8	5	1	3
"AT2G22740"	816804	3	0	8	5	1	3
"AT2G07845"	NA	0	0	0	0	0	0
"AT2G22750"	816805	0	0	0	0	0	0
"AT2G22750"	816805	0	0	0	0	0	0
"AT2G22750"	816805	0	0	0	0	0	0
"AT2G22750"	816805	0	0	0	0	0	0
"AT2G22750"	816805	0	0	0	0	0	0
"AT2G22760"	816806	0	0	0	0	0	0
"AT2G22760"	816806	0	0	0	0	0	0
"AT2G22770"	816807	2	1	3	0	1	0
"AT2G22780"	816808	17	28	39	20	17	34
"AT2G22790"	816809	2	2	2	1	1	1
"AT2G22795"	816810	23	11	37	32	24	28
"AT2G22795"	816810	23	11	37	32	24	28
"AT2G22795"	816810	23	11	37	32	24	28
"AT2G22800"	816811	1	2	5	2	1	0
"AT2G00750"	NA	0	0	0	0	0	0
"AT2G22805"	3768519	0	0	0	0	0	0
"AT2G22807"	3767872	0	0	0	0	0	0
"AT2G22807"	3767872	0	0	0	0	0	0
"AT2G22810"	816812	5	5	1	2	0	0
"AT2G22821"	NA	1	0	0	0	0	0
"AT2G22820"	816813	0	0	0	0	0	0
"AT2G22830"	816814	13	6	8	4	2	3
"AT2G22840"	816815	16	11	14	5	1	0
"AT2G07850"	NA	0	0	0	0	0	0
"AT2G22850"	816816	0	0	0	0	0	0
"AT2G22850"	816816	0	0	0	0	0	0
"AT2G22860"	816817	1	2	8	0	1	2
"AT2G22870"	816818	5	4	9	7	8	4
"AT2G22880"	816819	0	0	0	0	0	0
"AT2G22890"	816820	5	4	0	7	3	5
"AT2G22900"	816821	5	8	9	11	10	5
"AT2G22905"	2745553	0	0	0	0	0	0
"AT2G22910"	816822	5	15	9	5	10	8
"AT2G22920"	816823	0	0	0	0	3	1
"AT2G22920"	816823	0	0	0	0	3	1
"AT2G22920"	816823	0	0	0	0	3	1
"AT2G22920"	816823	0	0	0	0	3	1
"AT2G22930"	816824	0	0	1	0	0	0
"AT2G22930"	816824	0	0	1	0	0	0
"AT2G22940"	816825	0	0	0	0	0	0
"AT2G22941"	3768291	0	0	0	0	0	0
"AT2G22942"	6240790	0	0	0	0	0	0
"AT2G22950"	816826	0	0	0	0	0	0
"AT2G22955"	NA	0	0	0	0	0	0
"AT2G22960"	816827	0	0	0	0	0	0
"AT2G22970"	816828	10	12	6	7	15	9
"AT2G22970"	816828	10	12	6	7	15	9
"AT2G22970"	816828	10	12	6	7	15	9
"AT2G22970"	816828	10	12	6	7	15	9
"AT2G22980"	816829	20	33	20	8	7	7
"AT2G22980"	816829	20	33	20	8	7	7
"AT2G22980"	816829	20	33	20	8	7	7
"AT2G22980"	816829	20	33	20	8	7	7
"AT2G22980"	816829	20	33	20	8	7	7
"AT2G22990"	816830	100	114	118	111	149	54
"AT2G22990"	816830	100	114	118	111	149	54
"AT2G22990"	816830	100	114	118	111	149	54
"AT2G22990"	816830	100	114	118	111	149	54
"AT2G22990"	816830	100	114	118	111	149	54
"AT2G22990"	816830	100	114	118	111	149	54
"AT2G07855"	NA	0	0	0	0	0	0
"AT2G23000"	816831	1	2	5	5	4	1
"AT2G23000"	816831	1	2	5	5	4	1
"AT2G23010"	816832	5	1	4	0	4	1
"AT2G23010"	816832	5	1	4	0	4	1
"AT2G23020"	NA	0	0	0	0	0	0
"AT2G23030"	816833	0	1	0	0	0	1
"AT2G23040"	NA	2	1	1	0	0	2
"AT2G23050"	816835	0	0	0	0	0	0
"AT2G23050"	816835	0	0	0	0	0	0
"AT2G23060"	816836	0	0	0	0	0	0
"AT2G23060"	816836	0	0	0	0	0	0
"AT2G07860"	NA	0	0	0	0	0	0
"AT2G07865"	NA	0	0	0	0	0	0
"AT2G07870"	NA	0	0	0	0	0	0
"AT2G23067"	6241404	0	0	0	0	0	0
"AT2G23070"	816837	40	43	40	48	34	49
"AT2G23080"	816838	9	7	12	5	6	10
"AT2G23080"	816838	9	7	12	5	6	10
"AT2G23090"	816839	62	35	79	70	57	96
"AT2G07875"	NA	0	0	1	0	0	0
"AT2G23093"	816840	2	1	1	0	1	0
"AT2G23093"	816840	2	1	1	0	1	0
"AT2G23096"	816841	0	0	0	0	0	0
"AT2G23100"	816842	2	0	2	1	0	1
"AT2G23110"	816843	0	0	0	0	0	0
"AT2G23110"	816843	0	0	0	0	0	0
"AT2G23118"	6241238	0	0	0	0	0	0
"AT2G23120"	816844	146	99	180	184	196	257
"AT2G23130"	816845	18	6	7	6	1	2
"AT2G23130"	816845	18	6	7	6	1	2
"AT2G23140"	816846	6	10	12	2	1	0
"AT2G23140"	816846	6	10	12	2	1	0
"AT2G23140"	816846	6	10	12	2	1	0
"AT2G23140"	816846	6	10	12	2	1	0
"AT2G23140"	816846	6	10	12	2	1	0
"AT2G23142"	6240696	0	0	0	0	0	0
"AT2G07885"	NA	0	0	0	0	0	0
"AT2G23148"	6240551	0	0	0	0	0	0
"AT2G07890"	NA	0	0	0	0	0	0
"AT2G23150"	816847	4	3	4	5	2	4
"AT2G23160"	816848	0	0	0	0	0	0
"AT2G23170"	816849	6	3	8	1	1	8
"AT2G23180"	816850	1	2	0	3	10	4
"AT2G23190"	816851	0	0	0	0	0	0
"AT2G23200"	816852	12	22	22	29	14	31
"AT2G23210"	816853	0	0	0	0	0	0
"AT2G23220"	816854	0	0	0	0	0	0
"AT2G23230"	816855	0	0	0	0	0	0
"AT2G23230"	816855	0	0	0	0	0	0
"AT2G23240"	816856	0	0	0	1	0	0
"AT2G23240"	816856	0	0	0	1	0	0
"AT2G23250"	816857	0	0	0	0	0	0
"AT2G23260"	816858	0	0	0	0	0	0
"AT2G23270"	816859	0	0	1	0	0	1
"AT2G23290"	816861	2	2	3	2	0	5
"AT2G23300"	816862	1	1	2	2	1	0
"AT2G23310"	816863	18	22	22	14	23	18
"AT2G23310"	816863	18	22	22	14	23	18
"AT2G07895"	NA	0	0	0	0	0	0
"ath-miR5016"	NA	0	0	0	0	0	0
"AT2G23320"	816864	27	35	44	10	9	42
"AT2G23320"	816864	27	35	44	10	9	42
"AT2G23321"	6240975	0	0	0	0	0	0
"AT2G07900"	NA	0	0	0	0	0	0
"AT2G23340"	816866	3	7	7	14	12	6
"AT2G23348"	5007904	0	0	0	1	0	1
"AT2G23348"	5007904	0	0	0	1	0	1
"AT2G23348"	5007904	0	0	0	1	0	1
"AT2G23348"	5007904	0	0	0	1	0	1
"AT2G23347"	NA	0	0	0	0	0	0
"ath-miR844-3p"	NA	0	0	0	0	0	0
"ath-miR844-5p"	NA	0	0	0	0	0	0
"AT2G23350"	816867	139	86	104	63	49	47
"AT2G23360"	816868	7	10	9	2	4	3
"AT2G23370"	816869	5	6	0	0	3	5
"AT2G23370"	816869	5	6	0	0	3	5
"AT2G23380"	816870	14	6	9	4	2	3
"AT2G23380"	816870	14	6	9	4	2	3
"AT2G23390"	816871	25	24	15	11	7	3
"AT2G23390"	816871	25	24	15	11	7	3
"AT2G23400"	816872	0	0	0	0	0	0
"AT2G23400"	816872	0	0	0	0	0	0
"AT2G23410"	816873	0	0	1	0	0	0
"AT2G00760"	NA	0	0	0	0	0	0
"AT2G23420"	816874	8	3	13	4	4	6
"AT2G23420"	816874	8	3	13	4	4	6
"AT2G23430"	816875	5	4	4	5	3	6
"AT2G23440"	816876	0	0	0	0	0	0
"AT2G07905"	NA	0	0	0	0	0	0
"AT2G23445"	NA	0	0	0	0	0	0
"AT2G23450"	816877	17	20	14	9	9	26
"AT2G23450"	816877	17	20	14	9	9	26
"AT2G23460"	816878	13	21	16	9	6	9
"AT2G23470"	816879	4	2	1	2	1	2
"AT2G23510"	816883	0	0	0	0	0	0
"AT2G23520"	816884	8	5	5	8	3	3
"AT2G23530"	816885	0	0	0	0	0	0
"AT2G23540"	816886	0	1	3	1	2	1
"AT2G07910"	NA	0	0	0	0	0	0
"AT2G07915"	NA	0	0	0	0	0	0
"ath-miR5995b"	NA	0	0	0	0	0	0
"ath-miR5595a"	NA	0	0	0	0	0	0
"AT2G23550"	816887	0	0	1	0	0	0
"AT2G23550"	816887	0	0	1	0	0	0
"AT2G23550"	816887	0	0	1	0	0	0
"AT2G23550"	816887	0	0	1	0	0	0
"AT2G23560"	816888	3	1	4	1	2	0
"AT2G23570"	NA	0	0	0	0	0	0
"AT2G23580"	816890	0	0	0	0	0	0
"AT2G23580"	816890	0	0	0	0	0	0
"AT2G23590"	816891	1	1	0	0	0	0
"AT2G07925"	NA	0	0	0	0	0	0
"AT2G23600"	816892	48	57	60	47	29	34
"AT2G23600"	816892	48	57	60	47	29	34
"AT2G23600"	816892	48	57	60	47	29	34
"AT2G23610"	816893	9	19	20	19	14	17
"AT2G23610"	816893	9	19	20	19	14	17
"AT2G23620"	816894	1	2	1	0	0	2
"AT2G07935"	NA	0	0	0	0	0	0
"AT2G23630"	816895	0	0	0	0	0	0
"AT2G23630"	816895	0	0	0	0	0	0
"AT2G07940"	NA	0	0	0	0	0	0
"AT2G23640"	816896	0	0	0	0	0	0
"AT2G23650"	NA	0	0	0	0	0	0
"AT2G23660"	816897	0	0	0	0	0	0
"AT2G23660"	816897	0	0	0	0	0	0
"AT2G23660"	816897	0	0	0	0	0	0
"AT2G23672"	NA	0	0	0	0	0	0
"AT2G23670"	816898	0	0	0	0	0	0
"AT2G23680"	816899	11	7	9	5	2	12
"AT2G23680"	816899	11	7	9	5	2	12
"AT2G23690"	816900	0	0	0	0	0	0
"AT2G23700"	816901	2	1	2	2	0	2
"AT2G07945"	NA	0	0	0	0	0	0
"AT2G07950"	NA	0	0	0	0	0	0
"AT2G23740"	816905	11	7	13	2	1	6
"AT2G23740"	816905	11	7	13	2	1	6
"AT2G23740"	816905	11	7	13	2	1	6
"AT2G23740"	816905	11	7	13	2	1	6
"AT2G23740"	816905	11	7	13	2	1	6
"AT2G23740"	816905	11	7	13	2	1	6
"AT2G23755"	816907	0	0	0	0	0	0
"AT2G23760"	816908	23	30	19	15	13	15
"AT2G23760"	816908	23	30	19	15	13	15
"AT2G23760"	816908	23	30	19	15	13	15
"AT2G23760"	816908	23	30	19	15	13	15
"AT2G23770"	816909	3	9	9	0	2	3
"AT2G23780"	816910	11	5	11	11	9	11
"AT2G23780"	816910	11	5	11	11	9	11
"AT2G23780"	816910	11	5	11	11	9	11
"AT2G23790"	816911	6	8	11	1	3	6
"AT2G23800"	816912	0	0	0	0	0	0
"AT2G23810"	816913	50	28	42	15	23	99
"AT2G23820"	816914	15	6	12	11	8	7
"AT2G23820"	816914	15	6	12	11	8	7
"AT2G23830"	816915	0	0	0	0	0	0
"AT2G23834"	6240726	0	0	0	0	0	0
"AT2G23840"	816916	10	13	13	5	4	12
"AT2G07960"	NA	0	0	0	0	0	0
"AT2G23890"	816921	8	6	7	3	0	4
"AT2G23890"	816921	8	6	7	3	0	4
"AT2G23890"	816921	8	6	7	3	0	4
"AT2G23900"	816922	0	0	0	0	0	0
"AT2G23910"	816923	2	1	2	2	1	0
"AT2G23910"	816923	2	1	2	2	1	0
"AT2G23910"	816923	2	1	2	2	1	0
"AT2G23910"	816923	2	1	2	2	1	0
"AT2G23930"	816925	36	33	22	46	36	33
"AT2G23930"	816925	36	33	22	46	36	33
"AT2G23940"	816926	9	5	9	11	7	11
"AT2G23940"	816926	9	5	9	11	7	11
"AT2G23940"	816926	9	5	9	11	7	11
"AT2G23945"	816927	0	0	0	0	0	0
"AT2G07965"	NA	0	0	0	0	0	0
"AT2G23950"	816928	6	8	6	5	4	5
"AT2G23950"	816928	6	8	6	5	4	5
"AT2G23960"	816929	0	0	0	0	0	0
"AT2G23960"	816929	0	0	0	0	0	0
"AT2G23970"	816930	0	0	0	0	0	0
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23980"	816931	24	21	28	3	2	12
"AT2G23987"	28718297	0	0	0	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23985"	816932	0	0	1	0	0	0
"AT2G23990"	816933	0	0	0	0	0	0
"AT2G23990"	816933	0	0	0	0	0	0
"AT2G24000"	816934	0	0	0	0	0	0
"AT2G24000"	816934	0	0	0	0	0	0
"AT2G24010"	816935	0	0	0	0	1	0
"AT2G24010"	816935	0	0	0	0	1	0
"AT2G24010"	816935	0	0	0	0	1	0
"AT2G24010"	816935	0	0	0	0	1	0
"AT2G24020"	816936	50	51	31	41	32	29
"AT2G24020"	816936	50	51	31	41	32	29
"AT2G24030"	816937	1	0	0	0	0	0
"AT2G24030"	816937	1	0	0	0	0	0
"AT2G24040"	816938	2	5	2	2	4	0
"AT2G24040"	816938	2	5	2	2	4	0
"AT2G24050"	816939	16	18	33	12	13	18
"AT2G24060"	816940	47	41	32	12	15	11
"AT2G24070"	816941	0	0	0	0	0	0
"AT2G24070"	816941	0	0	0	0	0	0
"AT2G24070"	816941	0	0	0	0	0	0
"AT2G24080"	816942	0	0	0	0	0	0
"AT2G24090"	816943	149	106	101	169	174	91
"AT2G24100"	816944	1	2	3	2	0	1
"AT2G24103"	NA	0	0	0	0	0	0
"ath-miR831-5p"	NA	0	0	0	0	0	0
"ath-miR831-3p"	NA	0	0	0	0	0	0
"AT2G24120"	816946	23	14	23	9	6	8
"AT2G24120"	816946	23	14	23	9	6	8
"AT2G07970"	NA	0	0	0	0	0	0
"AT2G24130"	816947	0	0	0	0	0	0
"AT2G24130"	816947	0	0	0	0	0	0
"AT2G24140"	816948	0	0	0	0	0	1
"AT2G24140"	816948	0	0	0	0	0	1
"AT2G24140"	816948	0	0	0	0	0	1
"AT2G24140"	816948	0	0	0	0	0	1
"AT2G24150"	816949	14	21	12	18	26	20
"AT2G24150"	816949	14	21	12	18	26	20
"AT2G24170"	816951	2	2	4	4	1	9
"AT2G24170"	816951	2	2	4	4	1	9
"AT2G24180"	816952	11	16	41	13	16	23
"AT2G24190"	816953	1	0	0	0	0	0
"AT2G24190"	816953	1	0	0	0	0	0
"AT2G24195"	28718298	0	0	0	0	0	0
"AT2G24195"	28718298	0	0	0	0	0	0
"AT2G24200"	816954	113	118	187	83	89	176
"AT2G24200"	816954	113	118	187	83	89	176
"AT2G24200"	816954	113	118	187	83	89	176
"AT2G24205"	5007905	0	0	0	0	0	0
"AT2G24210"	816955	0	0	3	0	0	0
"AT2G07975"	NA	0	0	0	0	0	0
"AT2G07985"	NA	0	0	0	0	0	0
"AT2G24220"	816956	2	3	3	4	5	2
"AT2G24220"	816956	2	3	3	4	5	2
"AT2G24230"	816957	4	4	3	4	5	4
"AT2G07990"	NA	0	0	0	0	0	0
"AT2G07995"	NA	0	0	0	0	0	0
"AT2G24240"	816958	3	6	3	2	2	13
"AT2G24250"	816959	2	2	4	0	1	2
"AT2G24250"	816959	2	2	4	0	1	2
"AT2G24255"	816960	0	0	0	0	0	0
"AT2G24260"	816961	0	2	3	4	0	4
"AT2G24260"	816961	0	2	3	4	0	4
"AT2G24270"	816962	99	102	129	65	91	79
"AT2G24270"	816962	99	102	129	65	91	79
"AT2G24270"	816962	99	102	129	65	91	79
"AT2G24270"	816962	99	102	129	65	91	79
"AT2G24280"	816963	9	8	17	10	5	7
"AT2G24280"	816963	9	8	17	10	5	7
"AT2G24285"	816964	0	0	0	0	0	1
"AT2G24285"	816964	0	0	0	0	0	1
"AT2G24290"	816965	7	5	8	7	6	7
"AT2G24300"	816966	0	0	2	1	0	1
"AT2G24300"	816966	0	0	2	1	0	1
"AT2G24300"	816966	0	0	2	1	0	1
"AT2G08000"	NA	0	0	0	0	0	0
"AT2G24310"	816967	0	0	0	0	0	0
"AT2G24320"	816968	0	0	0	0	0	0
"AT2G24320"	816968	0	0	0	0	0	0
"AT2G24330"	816969	8	12	22	11	7	7
"AT2G08005"	NA	0	0	0	0	0	0
"AT2G08010"	NA	0	0	0	0	0	0
"AT2G00770"	NA	0	0	0	0	0	0
"AT2G24340"	816970	0	0	0	0	0	0
"AT2G08015"	NA	0	0	0	0	0	0
"ath-miR5639-5p"	NA	0	0	0	0	0	0
"ath-miR5639-3p"	NA	0	0	0	0	0	0
"AT2G24350"	816971	0	1	0	0	2	1
"AT2G24350"	816971	0	1	0	0	2	1
"AT2G08020"	NA	0	0	0	0	0	0
"AT2G24360"	816972	35	42	60	75	54	115
