"gene"	"xref"	"sub06"	"sub07"	"sub08"	"sub21"	"sub23"	"sub24"
"AT3G11945"	5007993	31	32	25	15	13	17
"AT3G11950"	820368	2	5	2	1	3	1
"AT3G11950"	820368	2	5	2	1	3	1
"AT3G11950"	820368	2	5	2	1	3	1
"AT3G11950"	820368	2	5	2	1	3	1
"AT3G11950"	820368	2	5	2	1	3	1
"AT3G11960"	820369	16	11	21	10	6	6
"AT3G11960"	820369	16	11	21	10	6	6
"AT3G11960"	820369	16	11	21	10	6	6
"AT3G11960"	820369	16	11	21	10	6	6
"AT3G11964"	820370	24	9	29	15	5	7
"AT3G11964"	820370	24	9	29	15	5	7
"AT3G11980"	820372	0	0	0	0	0	0
"AT3G11990"	820373	0	0	0	0	0	0
"AT3G12000"	820374	0	0	0	0	0	0
"AT3G12010"	820375	15	14	18	13	5	5
"AT3G12020"	820376	14	14	19	7	6	11
"AT3G12020"	820376	14	14	19	7	6	11
"AT3G12020"	820376	14	14	19	7	6	11
"AT3G12020"	820376	14	14	19	7	6	11
"AT3G12030"	820377	0	0	0	0	0	0
"AT3G12040"	820378	9	4	2	4	0	5
"AT3G12040"	820378	9	4	2	4	0	5
"AT3G12050"	820379	16	20	22	28	12	35
"AT3G12050"	820379	16	20	22	28	12	35
"AT3G12060"	820380	0	0	0	0	1	0
"AT3G12070"	820381	2	1	2	1	0	0
"AT3G12070"	820381	2	1	2	1	0	0
"AT3G12070"	820381	2	1	2	1	0	0
"AT3G12070"	820381	2	1	2	1	0	0
"AT3G12080"	820382	63	60	62	20	10	15
"AT3G12080"	820382	63	60	62	20	10	15
"AT3G12090"	820383	4	6	2	2	1	2
"AT3G12100"	820384	2	2	2	1	0	0
"AT3G12100"	820384	2	2	2	1	0	0
"AT3G12110"	820385	9	16	17	6	5	7
"AT3G12120"	820387	356	363	391	404	519	379
"AT3G12120"	820387	356	363	391	404	519	379
"AT3G12130"	820388	6	8	9	7	4	13
"AT3G12130"	820388	6	8	9	7	4	13
"AT3G12140"	820389	19	15	17	7	5	13
"AT3G12140"	820389	19	15	17	7	5	13
"AT3G12140"	820389	19	15	17	7	5	13
"AT3G12145"	820391	11	24	39	24	32	26
"AT3G12150"	820392	6	13	14	1	3	4
"AT3G12160"	820393	0	0	0	0	0	0
"AT3G12170"	820394	2	1	2	3	1	1
"AT3G12170"	820394	2	1	2	3	1	1
"AT3G12180"	820395	2	1	5	3	6	3
"AT3G12190"	820396	0	0	0	0	0	0
"AT3G12200"	820397	27	16	20	5	9	12
"AT3G12200"	820397	27	16	20	5	9	12
"AT3G12200"	820397	27	16	20	5	9	12
"AT3G12200"	820397	27	16	20	5	9	12
"AT3G12203"	820399	0	0	1	0	0	0
"AT3G12203"	820399	0	0	1	0	0	0
"AT3G12203"	820399	0	0	1	0	0	0
"AT3G12210"	820401	7	2	1	4	7	4
"AT3G12210"	820401	7	2	1	4	7	4
"AT3G12220"	820402	2	1	1	2	0	4
"AT3G12220"	820402	2	1	1	2	0	4
"AT3G12220"	820402	2	1	1	2	0	4
"AT3G12230"	820403	0	0	0	0	0	2
"AT3G12240"	820404	0	0	0	0	0	0
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G12250"	820405	2	1	1	3	1	4
"AT3G02485"	NA	0	0	0	0	0	0
"AT3G12260"	820406	48	51	44	59	70	61
"AT3G02495"	NA	0	0	0	0	0	0
"AT3G12270"	820407	2	10	6	5	3	5
"AT3G12280"	820408	13	14	17	4	3	3
"AT3G12280"	820408	13	14	17	4	3	3
"AT3G12290"	820409	77	72	77	62	47	79
"AT3G12300"	820410	2	2	11	7	4	13
"AT3G12320"	820411	0	1	2	2	9	1
"AT3G12320"	820411	0	1	2	2	9	1
"AT3G12320"	820411	0	1	2	2	9	1
"AT3G12340"	820412	1	1	2	1	1	0
"AT3G12340"	820412	1	1	2	1	1	0
"AT3G12340"	820412	1	1	2	1	1	0
"AT3G12345"	3768848	68	79	67	72	90	59
"AT3G12350"	820413	5	5	13	2	14	8
"AT3G12350"	820413	5	5	13	2	14	8
"AT3G12360"	820414	26	31	36	19	19	44
"AT3G12360"	820414	26	31	36	19	19	44
"AT3G12370"	820415	11	8	5	8	4	3
"AT3G12380"	820416	15	9	9	2	3	5
"AT3G12380"	820416	15	9	9	2	3	5
"AT3G12385"	NA	0	0	0	0	0	0
"AT3G12390"	820418	61	42	62	48	49	50
"AT3G12400"	820419	20	14	27	26	17	28
"AT3G12400"	820419	20	14	27	26	17	28
"AT3G12400"	820419	20	14	27	26	17	28
"AT3G12410"	820420	0	0	0	0	0	0
"AT3G12420"	820421	0	0	0	0	0	0
"AT3G12430"	820422	0	0	0	0	0	0
"AT3G12440"	820423	0	0	0	0	0	0
"AT3G12460"	820425	1	0	0	1	1	0
"AT3G12470"	820426	0	0	0	0	0	0
"AT3G12480"	820427	9	5	10	8	7	11
"AT3G02505"	NA	0	0	0	0	0	0
"AT3G12490"	820428	91	80	106	64	69	62
"AT3G12490"	820428	91	80	106	64	69	62
"AT3G02525"	NA	0	0	0	0	0	0
"AT3G12500"	820429	3	3	7	0	2	6
"AT3G12502"	NA	0	0	0	0	0	0
"AT3G02535"	NA	0	0	0	0	0	0
"AT3G12510"	820430	0	0	0	0	0	0
"AT3G12520"	820431	4	5	2	3	1	2
"AT3G12520"	820431	4	5	2	3	1	2
"AT3G12520"	820431	4	5	2	3	1	2
"AT3G02545"	NA	0	0	0	0	0	0
"AT3G12530"	820432	2	1	0	2	0	1
"AT3G12530"	820432	2	1	0	2	0	1
"AT3G12530"	820432	2	1	0	2	0	1
"AT3G12530"	820432	2	1	0	2	0	1
"AT3G12540"	820433	0	0	0	0	0	0
"AT3G12540"	820433	0	0	0	0	0	0
"AT3G12545"	820434	0	0	0	0	0	0
"AT3G12550"	820435	3	3	8	2	0	2
"AT3G12550"	820435	3	3	8	2	0	2
"AT3G12550"	820435	3	3	8	2	0	2
"AT3G12550"	820435	3	3	8	2	0	2
"AT3G12550"	820435	3	3	8	2	0	2
"AT3G12560"	820436	15	6	15	4	2	4
"AT3G12560"	820436	15	6	15	4	2	4
"AT3G12570"	820437	26	28	31	17	3	20
"AT3G12570"	820437	26	28	31	17	3	20
"AT3G12570"	820437	26	28	31	17	3	20
"AT3G12570"	820437	26	28	31	17	3	20
"AT3G12580"	820438	0	0	3	13	6	58
"AT3G12587"	6240849	4	3	5	3	6	2
"AT3G12585"	NA	0	0	0	0	0	0
"AT3G12590"	820439	13	17	15	4	3	9
"AT3G12590"	820439	13	17	15	4	3	9
"AT3G12600"	820440	8	5	8	6	1	9
"AT3G12600"	820440	8	5	8	6	1	9
"AT3G12610"	820441	55	51	44	65	100	47
"AT3G12620"	820442	24	17	35	7	7	8
"AT3G12620"	820442	24	17	35	7	7	8
"AT3G12630"	820443	47	30	41	20	10	31
"AT3G12640"	820444	10	8	9	6	7	9
"AT3G12640"	820444	10	8	9	6	7	9
"AT3G12640"	820444	10	8	9	6	7	9
"AT3G12640"	820444	10	8	9	6	7	9
"AT3G02565"	NA	0	0	0	0	0	0
"AT3G12650"	820445	0	2	3	6	2	12
"AT3G02575"	NA	0	0	0	0	0	0
"AT3G12660"	820446	0	0	0	0	0	0
"AT3G12670"	820447	22	23	42	19	11	26
"AT3G12680"	820448	10	9	17	3	10	7
"AT3G12685"	820449	3	3	5	2	2	2
"AT3G12690"	820450	2	1	6	0	0	1
"AT3G12690"	820450	2	1	6	0	0	1
"AT3G12690"	820450	2	1	6	0	0	1
"AT3G12700"	820452	10	12	11	13	18	9
"AT3G12700"	820452	10	12	11	13	18	9
"AT3G12700"	820452	10	12	11	13	18	9
"AT3G12710"	820453	13	9	4	3	5	8
"AT3G12720"	820454	0	0	0	0	0	0
"AT3G12730"	820455	2	0	2	2	2	3
"AT3G12730"	820455	2	0	2	2	2	3
"AT3G12740"	820456	51	43	49	6	4	24
"AT3G02585"	NA	0	0	0	0	0	0
"AT3G12750"	820457	2	6	7	23	33	28
"AT3G12760"	820458	11	10	21	8	12	22
"AT3G12770"	820459	0	0	0	0	0	0
"AT3G12775"	820460	0	0	0	0	0	0
"AT3G12780"	820461	728	814	729	893	816	835
"AT3G12800"	820462	36	31	42	28	25	50
"AT3G12810"	820463	13	11	14	7	5	7
"AT3G12810"	820463	13	11	14	7	5	7
"AT3G12820"	820464	2	6	1	0	1	0
"AT3G12820"	820464	2	6	1	0	1	0
"AT3G12830"	820465	8	3	9	15	3	34
"AT3G12833"	28719265	0	0	0	0	0	0
"AT3G12835"	6240815	0	0	0	0	0	0
"AT3G12840"	28719266	0	0	0	0	0	0
"AT3G12850"	820467	0	0	0	0	0	0
"AT3G02595"	NA	0	0	0	0	0	0
"AT3G12860"	820468	1	0	1	6	2	4
"AT3G12870"	820470	6	3	1	6	6	1
"AT3G12880"	820471	0	0	0	0	0	0
"AT3G12890"	820472	0	0	0	0	0	1
"AT3G12900"	820473	0	0	0	0	0	0
"AT3G12910"	820475	0	0	2	3	0	1
"AT3G00300"	NA	0	0	0	0	0	0
"AT3G12915"	3768815	0	0	0	0	0	0
"AT3G12915"	3768815	0	0	0	0	0	0
"AT3G12920"	820477	29	14	25	15	17	15
"AT3G02605"	NA	0	0	0	0	0	0
"AT3G02615"	NA	0	0	0	0	0	0
"AT3G12930"	820478	17	28	25	7	9	8
"AT3G12940"	820479	5	5	6	3	1	0
"AT3G12940"	820479	5	5	6	3	1	0
"AT3G12940"	820479	5	5	6	3	1	0
"AT3G12950"	820480	14	21	32	12	9	7
"AT3G12955"	820481	0	0	0	0	0	0
"AT3G12960"	820482	0	0	0	0	0	0
"AT3G12965"	NA	41	40	45	20	24	11
"AT3G02625"	NA	0	0	0	0	0	0
"AT3G02635"	NA	0	0	0	0	0	0
"AT3G12970"	820483	0	0	1	3	2	0
"AT3G12977"	3768816	0	0	0	0	0	0
"AT3G12977"	3768816	0	0	0	0	0	0
"AT3G12980"	820484	19	16	24	4	3	7
"AT3G12980"	820484	19	16	24	4	3	7
"AT3G12990"	820485	4	1	4	7	1	3
"AT3G12990"	820485	4	1	4	7	1	3
"AT3G12990"	820485	4	1	4	7	1	3
"AT3G12990"	820485	4	1	4	7	1	3
"AT3G13000"	820486	7	1	3	2	5	0
"AT3G13000"	820486	7	1	3	2	5	0
"AT3G13000"	820486	7	1	3	2	5	0
"AT3G13010"	820487	0	0	0	0	0	0
"AT3G13020"	820488	0	0	0	0	0	0
"AT3G13030"	820489	4	4	4	3	1	3
"AT3G13030"	820489	4	4	4	3	1	3
"AT3G13030"	820489	4	4	4	3	1	3
"AT3G13030"	820489	4	4	4	3	1	3
"AT3G13030"	820489	4	4	4	3	1	3
"AT3G13040"	820490	15	15	23	24	12	23
"AT3G13040"	820490	15	15	23	24	12	23
"AT3G13040"	820490	15	15	23	24	12	23
"AT3G13050"	820491	6	9	10	11	11	10
"AT3G13050"	820491	6	9	10	11	11	10
"AT3G13050"	820491	6	9	10	11	11	10
"AT3G13050"	820491	6	9	10	11	11	10
"AT3G02655"	NA	0	0	0	0	0	0
"AT3G13060"	820492	14	22	22	11	11	23
"AT3G13060"	820492	14	22	22	11	11	23
"AT3G13060"	820492	14	22	22	11	11	23
"AT3G13060"	820492	14	22	22	11	11	23
"AT3G13060"	820492	14	22	22	11	11	23
"AT3G13060"	820492	14	22	22	11	11	23
"AT3G13061"	NA	0	0	0	0	0	0
"AT3G13062"	820493	19	19	29	24	15	23
"AT3G13062"	820493	19	19	29	24	15	23
"AT3G13062"	820493	19	19	29	24	15	23
"AT3G13065"	820494	1	1	4	0	1	2
"AT3G13070"	820495	24	26	15	8	3	4
"AT3G13075"	28719267	0	0	0	0	0	0
"AT3G13080"	820496	30	30	134	13	7	44
"AT3G13080"	820496	30	30	134	13	7	44
"AT3G13080"	820496	30	30	134	13	7	44
"AT3G13080"	820496	30	30	134	13	7	44
"AT3G13080"	820496	30	30	134	13	7	44
"AT3G13090"	820497	1	0	0	0	0	1
"AT3G00310"	NA	0	0	0	0	0	0
"AT3G13100"	820498	1	3	5	3	0	9
"AT3G13100"	820498	1	3	5	3	0	9
"AT3G13110"	820499	18	30	45	56	60	68
"AT3G13120"	820500	161	109	125	78	114	82
"AT3G13120"	820500	161	109	125	78	114	82
"AT3G13120"	820500	161	109	125	78	114	82
"AT3G13130"	820501	1	0	0	0	0	1
"AT3G13140"	820502	0	0	0	0	0	0
"AT3G13150"	820503	2	3	1	2	3	4
"AT3G13160"	820505	11	6	6	16	21	10
"AT3G13170"	820506	0	0	2	0	0	0
"AT3G13170"	820506	0	0	2	0	0	0
"AT3G13170"	820506	0	0	2	0	0	0
"AT3G13175"	820507	6	6	4	4	5	2
"AT3G13180"	820508	18	19	17	12	4	3
"AT3G13190"	820509	4	3	4	3	1	4
"AT3G13190"	820509	4	3	4	3	1	4
"AT3G13190"	820509	4	3	4	3	1	4
"AT3G13190"	820509	4	3	4	3	1	4
"AT3G13200"	820510	77	47	86	54	49	74
"AT3G13210"	820511	0	0	1	0	0	0
"AT3G13220"	820512	0	0	0	0	0	0
"AT3G13222"	820513	13	16	15	11	7	6
"AT3G13223"	NA	0	0	0	0	0	0
"AT3G13224"	820515	13	9	7	6	5	9
"AT3G13224"	820515	13	9	7	6	5	9
"AT3G13224"	820515	13	9	7	6	5	9
"AT3G13227"	820516	0	0	0	0	0	0
"AT3G13225"	820517	19	15	20	2	2	3
"AT3G13225"	820517	19	15	20	2	2	3
"AT3G13225"	820517	19	15	20	2	2	3
"AT3G02665"	NA	0	0	0	0	0	0
"AT3G13226"	820518	11	4	7	4	8	5
"AT3G13228"	820519	0	0	0	0	0	0
"AT3G13229"	820520	0	0	0	0	0	0
"AT3G13230"	820521	7	8	7	9	5	10
"AT3G13230"	820521	7	8	7	9	5	10
"AT3G13235"	820522	24	21	22	6	1	9
"AT3G13235"	820522	24	21	22	6	1	9
"AT3G13235"	820522	24	21	22	6	1	9
"AT3G13240"	820523	1	0	0	2	0	0
"AT3G13240"	820523	1	0	0	2	0	0
"AT3G13275"	820527	1	0	2	1	1	1
"AT3G13277"	NA	1	0	0	0	1	0
"AT3G13276"	28719268	0	0	0	0	0	0
"AT3G13280"	820528	0	0	0	0	0	0
"AT3G13290"	820529	11	19	17	4	2	9
"AT3G13300"	820530	57	32	73	21	13	29
"AT3G13300"	820530	57	32	73	21	13	29
"AT3G13300"	820530	57	32	73	21	13	29
"AT3G13310"	820531	21	22	19	14	29	40
"AT3G13320"	820532	9	5	20	8	5	16
"AT3G13330"	820533	30	32	66	17	12	42
"AT3G13335"	NA	0	0	0	0	0	0
"AT3G13340"	820534	19	18	24	12	11	14
"AT3G13340"	820534	19	18	24	12	11	14
"AT3G13340"	820534	19	18	24	12	11	14
"AT3G13350"	820535	8	8	6	6	7	6
"AT3G13360"	820536	20	9	16	9	16	7
"AT3G13360"	820536	20	9	16	9	16	7
"AT3G13370"	820537	0	0	0	0	0	0
"AT3G02685"	NA	0	0	0	0	0	0
"AT3G13380"	820538	7	6	7	5	3	21
"AT3G13390"	820539	0	0	0	0	0	0
"AT3G13400"	820540	0	0	0	0	0	0
"AT3G13400"	820540	0	0	0	0	0	0
"AT3G00320"	NA	0	0	0	0	0	0
"AT3G13404"	NA	2	0	3	0	0	0
"AT3G13403"	3768875	0	0	0	0	0	0
"AT3G13405"	NA	0	0	0	0	0	0
"ath-miR169a-3p"	NA	0	0	0	0	0	0
"ath-miR169a-5p"	NA	0	0	0	0	0	0
"AT3G13410"	820541	74	84	135	101	117	118
"AT3G13420"	820542	3	0	0	1	0	0
"AT3G13420"	820542	3	0	0	1	0	0
"AT3G13420"	820542	3	0	0	1	0	0
"AT3G13420"	820542	3	0	0	1	0	0
"AT3G13430"	820543	5	8	7	3	1	4
"AT3G13430"	820543	5	8	7	3	1	4
"AT3G13430"	820543	5	8	7	3	1	4
"AT3G13430"	820543	5	8	7	3	1	4
"AT3G02695"	NA	0	0	0	0	0	0
"AT3G13432"	5007996	0	0	0	0	0	0
"AT3G02705"	NA	0	0	0	0	0	3
"AT3G13433"	7922438	0	0	0	0	0	3
"AT3G13435"	820544	0	0	0	0	0	0
"AT3G13437"	5007997	0	0	5	6	0	3
"AT3G13437"	5007997	0	0	5	6	0	3
"AT3G13440"	820545	25	16	10	12	11	17
"AT3G13440"	820545	25	16	10	12	11	17
"AT3G13440"	820545	25	16	10	12	11	17
"AT3G13445"	820546	4	5	7	5	3	3
"AT3G13445"	820546	4	5	7	5	3	3
"AT3G13450"	820547	15	12	14	1	8	3
"AT3G13460"	820548	153	141	180	106	86	131
"AT3G13460"	820548	153	141	180	106	86	131
"AT3G13460"	820548	153	141	180	106	86	131
"AT3G13460"	820548	153	141	180	106	86	131
"AT3G13470"	820549	116	108	64	40	48	24
"AT3G13480"	820550	7	5	10	3	2	6
"AT3G13480"	820550	7	5	10	3	2	6
"AT3G13490"	820551	31	33	33	11	11	12
"AT3G13500"	820552	0	0	0	0	0	0
"AT3G13510"	820553	9	6	9	7	14	8
"AT3G13520"	820554	20	17	23	27	34	17
"AT3G13525"	NA	0	0	0	0	0	0
"AT3G02725"	NA	0	0	0	0	0	0
"AT3G13530"	820555	15	17	26	4	4	5
"AT3G13540"	820556	0	0	0	0	0	0
"AT3G02735"	NA	0	0	0	0	0	0
"AT3G13550"	820557	8	7	10	4	2	5
"AT3G13550"	820557	8	7	10	4	2	5
"AT3G13560"	820558	11	11	17	6	5	16
"AT3G13560"	820558	11	11	17	6	5	16
"AT3G13560"	820558	11	11	17	6	5	16
"AT3G13560"	820558	11	11	17	6	5	16
"AT3G13560"	820558	11	11	17	6	5	16
"AT3G13570"	820559	26	15	28	41	28	36
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13580"	820560	44	27	36	59	46	72
"AT3G13590"	820561	2	0	0	1	0	0
"AT3G13600"	820562	1	1	1	1	0	0
"AT3G13600"	820562	1	1	1	1	0	0
"AT3G13610"	820564	0	0	15	0	0	16
"AT3G13620"	820565	3	0	2	8	1	2
"AT3G13630"	820567	0	0	0	0	0	0
"AT3G13630"	820567	0	0	0	0	0	0
"AT3G13640"	820568	0	0	0	1	0	0
"AT3G13650"	820569	1	0	1	3	7	8
"AT3G13660"	820570	0	0	0	0	0	0
"AT3G13662"	820571	0	0	0	0	0	0
"AT3G13670"	820572	25	33	42	16	15	21
"AT3G13672"	820573	0	0	0	1	2	2
"AT3G13672"	820573	0	0	0	1	2	2
"AT3G13674"	820574	1	0	1	1	1	2
"AT3G13677"	820575	2	0	1	1	1	4
"AT3G13677"	820575	2	0	1	1	1	4
"AT3G13677"	820575	2	0	1	1	1	4
"AT3G13680"	820576	0	0	0	0	0	0
"AT3G13682"	820577	2	0	0	0	0	1
"AT3G13690"	820578	38	30	28	14	11	5
"AT3G13690"	820578	38	30	28	14	11	5
"AT3G13690"	820578	38	30	28	14	11	5
"AT3G13700"	820579	0	0	0	0	0	0
"AT3G13700"	820579	0	0	0	0	0	0
"AT3G13710"	820580	0	0	0	0	0	0
"AT3G13720"	820581	23	20	22	19	28	25
"AT3G13724"	NA	0	0	0	0	0	0
"ath-miR823"	NA	0	0	0	0	0	0
"AT3G13730"	820582	0	0	1	2	0	0
"AT3G13730"	820582	0	0	1	2	0	0
"AT3G13740"	820583	22	18	16	8	15	8
"AT3G13740"	820583	22	18	16	8	15	8
"AT3G13740"	820583	22	18	16	8	15	8
"AT3G13740"	820583	22	18	16	8	15	8
"AT3G13740"	820583	22	18	16	8	15	8
"AT3G13740"	820583	22	18	16	8	15	8
"AT3G02745"	NA	0	0	0	0	0	0
"AT3G13750"	820584	374	420	452	53	59	39
"AT3G13760"	820585	0	0	0	0	0	0
"AT3G13770"	820586	1	0	1	0	0	0
"AT3G13770"	820586	1	0	1	0	0	0
"AT3G02755"	NA	0	0	0	0	0	0
"AT3G13772"	820587	15	13	17	12	9	8
"AT3G02765"	NA	0	0	0	0	0	0
"AT3G13780"	820588	3	2	3	4	4	4
"AT3G13782"	820589	1	0	2	0	0	1
"AT3G13782"	820589	1	0	2	0	0	1
"AT3G13784"	820590	1	0	0	0	2	0
"AT3G13784"	820590	1	0	0	0	2	0
"AT3G13784"	820590	1	0	0	0	2	0
"AT3G13784"	820590	1	0	0	0	2	0
"AT3G02775"	NA	0	0	0	0	0	0
"AT3G13790"	820591	21	42	76	8	6	72
"AT3G13790"	820591	21	42	76	8	6	72
"AT3G13790"	820591	21	42	76	8	6	72
"AT3G13790"	820591	21	42	76	8	6	72
"AT3G13790"	820591	21	42	76	8	6	72
"AT3G02785"	NA	0	0	0	0	0	0
"AT3G13800"	820592	4	10	9	7	6	3
"AT3G13800"	820592	4	10	9	7	6	3
"AT3G13800"	820592	4	10	9	7	6	3
"AT3G13800"	820592	4	10	9	7	6	3
"AT3G13810"	820593	7	5	11	6	13	14
"AT3G13810"	820593	7	5	11	6	13	14
"AT3G13810"	820593	7	5	11	6	13	14
"AT3G13810"	820593	7	5	11	6	13	14
"AT3G13810"	820593	7	5	11	6	13	14
"AT3G13810"	820593	7	5	11	6	13	14
"AT3G13820"	820594	0	0	0	0	0	0
"AT3G13830"	820595	0	0	0	0	0	0
"AT3G13840"	820596	1	0	0	0	0	0
"AT3G13845"	820597	5	5	4	5	3	1
"AT3G13845"	820597	5	5	4	5	3	1
"AT3G13850"	820598	0	0	0	1	0	0
"AT3G13855"	NA	0	0	0	0	0	0
"AT3G13857"	2745883	0	0	0	0	0	0
"AT3G13860"	820599	6	9	8	7	5	10
"AT3G13870"	820600	60	48	86	29	24	49
"AT3G13870"	820600	60	48	86	29	24	49
"AT3G13880"	820601	3	2	2	3	1	0
"AT3G13882"	3768810	6	10	20	15	13	14
"AT3G13882"	3768810	6	10	20	15	13	14
"AT3G13890"	820602	0	0	0	0	0	0
"AT3G13890"	820602	0	0	0	0	0	0
"AT3G13898"	NA	0	0	0	0	0	0
"AT3G13900"	820603	0	0	0	0	0	1
"AT3G13900"	820603	0	0	0	0	0	1
"AT3G13900"	820603	0	0	0	0	0	1
"AT3G13910"	820604	3	4	9	6	1	22
"AT3G13910"	820604	3	4	9	6	1	22
"AT3G13920"	820605	244	246	318	354	270	372
"AT3G13920"	820605	244	246	318	354	270	372
"AT3G13920"	820605	244	246	318	354	270	372
"AT3G13920"	820605	244	246	318	354	270	372
"AT3G13920"	820605	244	246	318	354	270	372
"AT3G02795"	NA	0	0	0	0	0	0
"AT3G13930"	820606	28	31	54	26	35	42
"AT3G13940"	820607	8	4	4	11	15	10
"AT3G13950"	820608	2	2	7	3	2	15
"AT3G13960"	820609	2	0	1	1	0	1
"AT3G13970"	820611	0	1	3	1	0	1
"AT3G13970"	820611	0	1	3	1	0	1
"AT3G13970"	820611	0	1	3	1	0	1
"AT3G13970"	820611	0	1	3	1	0	1
"AT3G02805"	NA	0	0	0	0	0	0
"AT3G02815"	NA	0	0	0	0	0	0
"AT3G13980"	820612	9	4	6	2	5	2
"AT3G13990"	820613	15	18	20	10	12	11
"AT3G13990"	820613	15	18	20	10	12	11
"AT3G14000"	820614	5	5	3	4	4	3
"AT3G14000"	820614	5	5	3	4	4	3
"AT3G14010"	820615	27	14	20	7	6	16
"AT3G14010"	820615	27	14	20	7	6	16
"AT3G14010"	820615	27	14	20	7	6	16
"AT3G14010"	820615	27	14	20	7	6	16
"AT3G14010"	820615	27	14	20	7	6	16
"AT3G02825"	NA	0	0	0	0	0	0
"AT3G14020"	820616	1	2	4	1	0	0
"AT3G14020"	820616	1	2	4	1	0	0
"AT3G14030"	820617	0	0	0	0	0	0
"AT3G02835"	NA	0	0	0	0	0	0
"AT3G14040"	820618	0	0	0	0	0	0
"AT3G14050"	820619	35	42	56	18	14	59
"AT3G14060"	820620	0	0	1	1	2	6
"AT3G14067"	820621	108	98	119	162	209	201
"AT3G14070"	820622	2	0	2	2	2	1
"AT3G14075"	820623	26	9	11	7	2	6
"AT3G14075"	820623	26	9	11	7	2	6
"AT3G14075"	820623	26	9	11	7	2	6
"AT3G14080"	820624	3	3	5	5	2	2
"AT3G14080"	820624	3	3	5	5	2	2
"AT3G14080"	820624	3	3	5	5	2	2
"AT3G14080"	820624	3	3	5	5	2	2
"AT3G14090"	820625	9	8	12	5	5	20
"AT3G14100"	820626	36	31	31	6	5	10
"AT3G02845"	NA	0	0	0	0	0	0
"AT3G14110"	820628	78	56	43	37	37	30
"AT3G14110"	820628	78	56	43	37	37	30
"AT3G14110"	820628	78	56	43	37	37	30
"AT3G14120"	820629	8	14	16	5	5	2
"AT3G14120"	820629	8	14	16	5	5	2
"AT3G14120"	820629	8	14	16	5	5	2
"AT3G14130"	820630	5	7	8	2	4	4
"AT3G14130"	820630	5	7	8	2	4	4
"AT3G14130"	820630	5	7	8	2	4	4
"AT3G14130"	820630	5	7	8	2	4	4
"AT3G02855"	NA	0	0	0	0	0	0
"AT3G14140"	820631	0	0	0	0	0	0
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14150"	820632	21	23	10	6	9	3
"AT3G14160"	820633	0	3	2	2	2	4
"AT3G14170"	820634	1	1	4	1	3	0
"AT3G14170"	820634	1	1	4	1	3	0
"AT3G14172"	5007999	18	13	24	6	7	4
"AT3G14172"	5007999	18	13	24	6	7	4
"AT3G14172"	5007999	18	13	24	6	7	4
"AT3G14180"	820635	14	16	19	13	15	17
"AT3G14185"	NA	0	0	0	0	0	0
"AT3G14190"	820636	5	3	2	1	3	3
"AT3G14190"	820636	5	3	2	1	3	3
"AT3G14200"	820637	1	2	6	2	3	18
"AT3G14205"	820638	10	12	20	13	9	10
"AT3G14205"	820638	10	12	20	13	9	10
"AT3G02895"	NA	0	0	0	0	0	0
"AT3G14210"	820639	460	524	662	1191	1501	749
"AT3G14210"	820639	460	524	662	1191	1501	749
"AT3G14220"	820640	31	27	28	43	56	35
"AT3G14225"	820641	0	0	0	0	0	0
"AT3G14225"	820641	0	0	0	0	0	0
"AT3G14230"	820643	36	38	52	67	53	69
"AT3G14230"	820643	36	38	52	67	53	69
"AT3G14230"	820643	36	38	52	67	53	69
"AT3G14240"	820644	35	65	50	94	99	60
"AT3G14250"	820645	0	0	0	0	0	1
"AT3G14260"	820646	0	0	0	0	0	0
"AT3G14270"	820647	22	15	56	16	5	16
"AT3G14270"	820647	22	15	56	16	5	16
"AT3G14280"	820648	0	0	0	5	1	4
"AT3G02905"	NA	0	0	0	0	0	0
"AT3G14290"	820649	29	10	34	25	21	31
"AT3G14300"	820650	0	0	0	0	0	0
"AT3G14310"	820651	312	403	486	397	417	442
"AT3G14320"	820652	0	0	0	0	0	0
"AT3G14330"	820653	8	6	6	5	15	5
"AT3G14340"	820654	0	0	0	0	0	0
"AT3G14350"	820655	27	21	39	22	9	20
"AT3G14350"	820655	27	21	39	22	9	20
"AT3G14350"	820655	27	21	39	22	9	20
"AT3G02915"	NA	0	0	0	0	0	0
"AT3G14360"	820657	2	2	2	0	0	1
"AT3G02925"	NA	0	0	0	0	0	0
"AT3G02935"	NA	0	0	0	0	0	0
